nazwa_pociagu,data,czas_rozkladowy,opoznienie,opoznienie_netto,stacja_wyjazdu,stacja_przyjazdu,super_krawedz,data_czas_rozkładowy,mini_krawedz,czas_przejazdu_mini_krawedz,czas_przejazdu_super_krawedz,opoznienie_poczatkowe,czy_opoznienie_wyjazd,czy_opoznienie_przyjazd,rzeczywisty_czas_wyjazdu,okres_id,przejazd_id,kategoria,okresB_id
EIJ 5402/3,21.03,09:39,2.0,2.0,Gdynia Główna,Sopot,"('Gdynia Główna', 'Gdańsk Główny')",2023-03-21 09:39:00,"('Gdynia Główna', 'Sopot')",10.0,27.0,0.0,False,False,2023-03-21 09:29:00,2023-03-21 09:00:00,EIJ 5402/3 2023-03-21 09:39:00,A,2023-03-21 08:00
EIJ 5402/3,21.03,09:44,1.0,-1.0,Sopot,Gdańsk Oliwa,"('Gdynia Główna', 'Gdańsk Główny')",2023-03-21 09:44:00,"('Sopot', 'Gdańsk Oliwa')",5.0,27.0,2.0,False,False,2023-03-21 09:41:00,2023-03-21 09:00:00,EIJ 5402/3 2023-03-21 09:44:00,A,2023-03-21 08:00
EIJ 5402/3,21.03,09:49,0.0,-1.0,Gdańsk Oliwa,Gdańsk Wrzeszcz,"('Gdynia Główna', 'Gdańsk Główny')",2023-03-21 09:49:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",6.0,27.0,1.0,False,False,2023-03-21 09:44:00,2023-03-21 09:00:00,EIJ 5402/3 2023-03-21 09:49:00,A,2023-03-21 08:00
EIJ 5402/3,21.03,09:55,0.0,0.0,Gdańsk Wrzeszcz,Gdańsk Główny,"('Gdynia Główna', 'Gdańsk Główny')",2023-03-21 09:55:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",6.0,27.0,0.0,False,False,2023-03-21 09:49:00,2023-03-21 09:00:00,EIJ 5402/3 2023-03-21 09:55:00,A,2023-03-21 08:00
EIJ 5402/3,21.03,10:11,0.0,0.0,Gdańsk Główny,Tczew,"('Gdańsk Główny', 'Tczew')",2023-03-21 10:11:00,"('Gdańsk Główny', 'Tczew')",20.0,20.0,0.0,False,False,2023-03-21 09:51:00,2023-03-21 09:00:00,EIJ 5402/3 2023-03-21 10:11:00,A,2023-03-21 08:00
EIJ 5402/3,22.03,09:39,0.0,0.0,Gdynia Główna,Sopot,"('Gdynia Główna', 'Gdańsk Główny')",2023-03-22 09:39:00,"('Gdynia Główna', 'Sopot')",10.0,27.0,0.0,False,False,2023-03-22 09:29:00,2023-03-22 09:00:00,EIJ 5402/3 2023-03-22 09:39:00,A,2023-03-22 08:00
EIJ 5402/3,22.03,09:44,0.0,0.0,Sopot,Gdańsk Oliwa,"('Gdynia Główna', 'Gdańsk Główny')",2023-03-22 09:44:00,"('Sopot', 'Gdańsk Oliwa')",5.0,27.0,0.0,False,False,2023-03-22 09:39:00,2023-03-22 09:00:00,EIJ 5402/3 2023-03-22 09:44:00,A,2023-03-22 08:00
EIJ 5402/3,22.03,09:49,4.0,4.0,Gdańsk Oliwa,Gdańsk Wrzeszcz,"('Gdynia Główna', 'Gdańsk Główny')",2023-03-22 09:49:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",6.0,27.0,0.0,False,False,2023-03-22 09:43:00,2023-03-22 09:00:00,EIJ 5402/3 2023-03-22 09:49:00,A,2023-03-22 08:00
EIJ 5402/3,22.03,09:55,4.0,0.0,Gdańsk Wrzeszcz,Gdańsk Główny,"('Gdynia Główna', 'Gdańsk Główny')",2023-03-22 09:55:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",6.0,27.0,4.0,False,False,2023-03-22 09:53:00,2023-03-22 09:00:00,EIJ 5402/3 2023-03-22 09:55:00,A,2023-03-22 08:00
EIJ 5402/3,22.03,10:11,6.0,2.0,Gdańsk Główny,Tczew,"('Gdańsk Główny', 'Tczew')",2023-03-22 10:11:00,"('Gdańsk Główny', 'Tczew')",20.0,20.0,4.0,False,True,2023-03-22 09:55:00,2023-03-22 09:00:00,EIJ 5402/3 2023-03-22 10:11:00,A,2023-03-22 08:00
EIJ 5402/3,23.03,09:39,0.0,0.0,Gdynia Główna,Sopot,"('Gdynia Główna', 'Gdańsk Główny')",2023-03-23 09:39:00,"('Gdynia Główna', 'Sopot')",10.0,27.0,0.0,False,False,2023-03-23 09:29:00,2023-03-23 09:00:00,EIJ 5402/3 2023-03-23 09:39:00,A,2023-03-23 08:00
EIJ 5402/3,23.03,09:44,0.0,0.0,Sopot,Gdańsk Oliwa,"('Gdynia Główna', 'Gdańsk Główny')",2023-03-23 09:44:00,"('Sopot', 'Gdańsk Oliwa')",5.0,27.0,0.0,False,False,2023-03-23 09:39:00,2023-03-23 09:00:00,EIJ 5402/3 2023-03-23 09:44:00,A,2023-03-23 08:00
EIJ 5402/3,23.03,09:49,0.0,0.0,Gdańsk Oliwa,Gdańsk Wrzeszcz,"('Gdynia Główna', 'Gdańsk Główny')",2023-03-23 09:49:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",6.0,27.0,0.0,False,False,2023-03-23 09:43:00,2023-03-23 09:00:00,EIJ 5402/3 2023-03-23 09:49:00,A,2023-03-23 08:00
EIJ 5402/3,23.03,09:55,0.0,0.0,Gdańsk Wrzeszcz,Gdańsk Główny,"('Gdynia Główna', 'Gdańsk Główny')",2023-03-23 09:55:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",6.0,27.0,0.0,False,False,2023-03-23 09:49:00,2023-03-23 09:00:00,EIJ 5402/3 2023-03-23 09:55:00,A,2023-03-23 08:00
EIJ 5402/3,23.03,10:11,2.0,2.0,Gdańsk Główny,Tczew,"('Gdańsk Główny', 'Tczew')",2023-03-23 10:11:00,"('Gdańsk Główny', 'Tczew')",20.0,20.0,0.0,False,False,2023-03-23 09:51:00,2023-03-23 09:00:00,EIJ 5402/3 2023-03-23 10:11:00,A,2023-03-23 08:00
EIJ 5402/3,23.03,12:35,4.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-23 12:35:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,4.0,False,False,2023-03-23 12:27:00,2023-03-23 12:00:00,EIJ 5402/3 2023-03-23 12:35:00,A,2023-03-23 12:00
EIJ 5402/3,23.03,12:47,3.0,-1.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-23 12:47:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,4.0,False,False,2023-03-23 12:39:00,2023-03-23 12:00:00,EIJ 5402/3 2023-03-23 12:47:00,A,2023-03-23 12:00
EIJ 5402/3,24.03,09:39,0.0,0.0,Gdynia Główna,Sopot,"('Gdynia Główna', 'Gdańsk Główny')",2023-03-24 09:39:00,"('Gdynia Główna', 'Sopot')",10.0,27.0,0.0,False,False,2023-03-24 09:29:00,2023-03-24 09:00:00,EIJ 5402/3 2023-03-24 09:39:00,A,2023-03-24 08:00
EIJ 5402/3,24.03,09:44,1.0,1.0,Sopot,Gdańsk Oliwa,"('Gdynia Główna', 'Gdańsk Główny')",2023-03-24 09:44:00,"('Sopot', 'Gdańsk Oliwa')",5.0,27.0,0.0,False,False,2023-03-24 09:39:00,2023-03-24 09:00:00,EIJ 5402/3 2023-03-24 09:44:00,A,2023-03-24 08:00
EIJ 5402/3,24.03,09:49,2.0,1.0,Gdańsk Oliwa,Gdańsk Wrzeszcz,"('Gdynia Główna', 'Gdańsk Główny')",2023-03-24 09:49:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",6.0,27.0,1.0,False,False,2023-03-24 09:44:00,2023-03-24 09:00:00,EIJ 5402/3 2023-03-24 09:49:00,A,2023-03-24 08:00
EIJ 5402/3,24.03,09:55,0.0,-2.0,Gdańsk Wrzeszcz,Gdańsk Główny,"('Gdynia Główna', 'Gdańsk Główny')",2023-03-24 09:55:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",6.0,27.0,2.0,False,False,2023-03-24 09:51:00,2023-03-24 09:00:00,EIJ 5402/3 2023-03-24 09:55:00,A,2023-03-24 08:00
EIJ 5402/3,24.03,10:11,1.0,1.0,Gdańsk Główny,Tczew,"('Gdańsk Główny', 'Tczew')",2023-03-24 10:11:00,"('Gdańsk Główny', 'Tczew')",20.0,20.0,0.0,False,False,2023-03-24 09:51:00,2023-03-24 09:00:00,EIJ 5402/3 2023-03-24 10:11:00,A,2023-03-24 08:00
EIJ 5402/3,24.03,10:22,1.0,0.0,Tczew,Malbork,"('Tczew', 'Malbork')",2023-03-24 10:22:00,"('Tczew', 'Malbork')",13.0,13.0,1.0,False,False,2023-03-24 10:10:00,2023-03-24 10:00:00,EIJ 5402/3 2023-03-24 10:22:00,A,2023-03-24 10:00
EIJ 5402/3,24.03,12:35,3.0,3.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-24 12:35:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-24 12:23:00,2023-03-24 12:00:00,EIJ 5402/3 2023-03-24 12:35:00,A,2023-03-24 12:00
EIJ 5402/3,24.03,12:47,1.0,-2.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-24 12:47:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,3.0,False,False,2023-03-24 12:38:00,2023-03-24 12:00:00,EIJ 5402/3 2023-03-24 12:47:00,A,2023-03-24 12:00
EIJ 5404/5,14.03,16:36,10.0,3.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-14 16:36:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,7.0,True,True,2023-03-14 16:31:00,2023-03-14 16:00:00,EIJ 5404/5 2023-03-14 16:36:00,A,2023-03-14 16:00
EIJ 5404/5,14.03,16:48,20.0,10.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-14 16:48:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,10.0,True,True,2023-03-14 16:46:00,2023-03-14 16:00:00,EIJ 5404/5 2023-03-14 16:48:00,A,2023-03-14 16:00
EIJ 5404/5,15.03,16:36,1.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-15 16:36:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,1.0,False,False,2023-03-15 16:25:00,2023-03-15 16:00:00,EIJ 5404/5 2023-03-15 16:36:00,A,2023-03-15 16:00
EIJ 5404/5,15.03,16:48,0.0,-1.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-15 16:48:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,1.0,False,False,2023-03-15 16:37:00,2023-03-15 16:00:00,EIJ 5404/5 2023-03-15 16:48:00,A,2023-03-15 16:00
EIJ 5404/5,16.03,16:36,5.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-16 16:36:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,5.0,True,True,2023-03-16 16:29:00,2023-03-16 16:00:00,EIJ 5404/5 2023-03-16 16:36:00,A,2023-03-16 16:00
EIJ 5404/5,16.03,16:48,9.0,4.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-16 16:48:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,5.0,True,True,2023-03-16 16:41:00,2023-03-16 16:00:00,EIJ 5404/5 2023-03-16 16:48:00,A,2023-03-16 16:00
EIJ 5404/5,17.03,16:36,6.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-17 16:36:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,6.0,True,True,2023-03-17 16:30:00,2023-03-17 16:00:00,EIJ 5404/5 2023-03-17 16:36:00,A,2023-03-17 16:00
EIJ 5404/5,17.03,16:48,11.0,5.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-17 16:48:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,6.0,True,True,2023-03-17 16:42:00,2023-03-17 16:00:00,EIJ 5404/5 2023-03-17 16:48:00,A,2023-03-17 16:00
EIJ 5404/5,18.03,16:36,9.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-18 16:36:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,9.0,True,True,2023-03-18 16:33:00,2023-03-18 16:00:00,EIJ 5404/5 2023-03-18 16:36:00,A,2023-03-18 16:00
EIJ 5404/5,18.03,16:48,8.0,-1.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-18 16:48:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,9.0,True,True,2023-03-18 16:45:00,2023-03-18 16:00:00,EIJ 5404/5 2023-03-18 16:48:00,A,2023-03-18 16:00
EIJ 5404/5,19.03,16:36,6.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-19 16:36:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,6.0,True,True,2023-03-19 16:30:00,2023-03-19 16:00:00,EIJ 5404/5 2023-03-19 16:36:00,A,2023-03-19 16:00
EIJ 5404/5,19.03,16:48,6.0,0.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-19 16:48:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,6.0,True,True,2023-03-19 16:42:00,2023-03-19 16:00:00,EIJ 5404/5 2023-03-19 16:48:00,A,2023-03-19 16:00
EIJ 5404/5,20.03,16:36,21.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-20 16:36:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,21.0,True,True,2023-03-20 16:45:00,2023-03-20 16:00:00,EIJ 5404/5 2023-03-20 16:36:00,A,2023-03-20 16:00
EIJ 5404/5,20.03,16:48,20.0,-1.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-20 16:48:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,21.0,True,True,2023-03-20 16:57:00,2023-03-20 16:00:00,EIJ 5404/5 2023-03-20 16:48:00,A,2023-03-20 16:00
EIJ 5404/5,21.03,16:36,4.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-21 16:36:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,4.0,False,False,2023-03-21 16:28:00,2023-03-21 16:00:00,EIJ 5404/5 2023-03-21 16:36:00,A,2023-03-21 16:00
EIJ 5404/5,21.03,16:48,2.0,-2.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-21 16:48:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,4.0,False,False,2023-03-21 16:40:00,2023-03-21 16:00:00,EIJ 5404/5 2023-03-21 16:48:00,A,2023-03-21 16:00
EIJ 5404/5,22.03,16:36,0.0,2.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-22 16:36:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,-2.0,False,False,2023-03-22 16:22:00,2023-03-22 16:00:00,EIJ 5404/5 2023-03-22 16:36:00,A,2023-03-22 16:00
EIJ 5404/5,22.03,16:48,0.0,0.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-22 16:48:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,False,2023-03-22 16:36:00,2023-03-22 16:00:00,EIJ 5404/5 2023-03-22 16:48:00,A,2023-03-22 16:00
EIJ 5404/5,23.03,16:36,3.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-23 16:36:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,3.0,False,False,2023-03-23 16:27:00,2023-03-23 16:00:00,EIJ 5404/5 2023-03-23 16:36:00,A,2023-03-23 16:00
EIJ 5404/5,23.03,16:48,3.0,0.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-23 16:48:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,3.0,False,False,2023-03-23 16:39:00,2023-03-23 16:00:00,EIJ 5404/5 2023-03-23 16:48:00,A,2023-03-23 16:00
EIJ 5404/5,24.03,16:36,5.0,1.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-24 16:36:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,4.0,False,True,2023-03-24 16:28:00,2023-03-24 16:00:00,EIJ 5404/5 2023-03-24 16:36:00,A,2023-03-24 16:00
EIJ 5404/5,24.03,16:48,6.0,1.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-24 16:48:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,5.0,True,True,2023-03-24 16:41:00,2023-03-24 16:00:00,EIJ 5404/5 2023-03-24 16:48:00,A,2023-03-24 16:00
EIJ 5406/7,13.03,15:35,7.0,4.0,Gdynia Główna,Sopot,"('Gdynia Główna', 'Gdańsk Główny')",2023-03-13 15:35:00,"('Gdynia Główna', 'Sopot')",10.0,27.0,3.0,False,True,2023-03-13 15:28:00,2023-03-13 15:00:00,EIJ 5406/7 2023-03-13 15:35:00,A,2023-03-13 14:00
EIJ 5406/7,13.03,15:40,7.0,0.0,Sopot,Gdańsk Oliwa,"('Gdynia Główna', 'Gdańsk Główny')",2023-03-13 15:40:00,"('Sopot', 'Gdańsk Oliwa')",5.0,27.0,7.0,True,True,2023-03-13 15:42:00,2023-03-13 15:00:00,EIJ 5406/7 2023-03-13 15:40:00,A,2023-03-13 14:00
EIJ 5406/7,13.03,15:45,5.0,-2.0,Gdańsk Oliwa,Gdańsk Wrzeszcz,"('Gdynia Główna', 'Gdańsk Główny')",2023-03-13 15:45:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",6.0,27.0,7.0,True,True,2023-03-13 15:46:00,2023-03-13 15:00:00,EIJ 5406/7 2023-03-13 15:45:00,A,2023-03-13 14:00
EIJ 5406/7,13.03,15:50,5.0,0.0,Gdańsk Wrzeszcz,Gdańsk Główny,"('Gdynia Główna', 'Gdańsk Główny')",2023-03-13 15:50:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",6.0,27.0,5.0,True,True,2023-03-13 15:49:00,2023-03-13 15:00:00,EIJ 5406/7 2023-03-13 15:50:00,A,2023-03-13 14:00
EIJ 5406/7,13.03,16:07,8.0,3.0,Gdańsk Główny,Tczew,"('Gdańsk Główny', 'Tczew')",2023-03-13 16:07:00,"('Gdańsk Główny', 'Tczew')",20.0,20.0,5.0,True,True,2023-03-13 15:52:00,2023-03-13 15:00:00,EIJ 5406/7 2023-03-13 16:07:00,A,2023-03-13 14:00
EIJ 5406/7,13.03,18:36,10.0,1.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-13 18:36:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,9.0,True,True,2023-03-13 18:33:00,2023-03-13 18:00:00,EIJ 5406/7 2023-03-13 18:36:00,A,2023-03-13 18:00
EIJ 5406/7,13.03,18:48,7.0,-3.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-13 18:48:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,10.0,True,True,2023-03-13 18:46:00,2023-03-13 18:00:00,EIJ 5406/7 2023-03-13 18:48:00,A,2023-03-13 18:00
EIJ 5406/7,14.03,15:35,0.0,0.0,Gdynia Główna,Sopot,"('Gdynia Główna', 'Gdańsk Główny')",2023-03-14 15:35:00,"('Gdynia Główna', 'Sopot')",10.0,27.0,0.0,False,False,2023-03-14 15:25:00,2023-03-14 15:00:00,EIJ 5406/7 2023-03-14 15:35:00,A,2023-03-14 14:00
EIJ 5406/7,14.03,15:40,1.0,1.0,Sopot,Gdańsk Oliwa,"('Gdynia Główna', 'Gdańsk Główny')",2023-03-14 15:40:00,"('Sopot', 'Gdańsk Oliwa')",5.0,27.0,0.0,False,False,2023-03-14 15:35:00,2023-03-14 15:00:00,EIJ 5406/7 2023-03-14 15:40:00,A,2023-03-14 14:00
EIJ 5406/7,14.03,15:45,2.0,1.0,Gdańsk Oliwa,Gdańsk Wrzeszcz,"('Gdynia Główna', 'Gdańsk Główny')",2023-03-14 15:45:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",6.0,27.0,1.0,False,False,2023-03-14 15:40:00,2023-03-14 15:00:00,EIJ 5406/7 2023-03-14 15:45:00,A,2023-03-14 14:00
EIJ 5406/7,14.03,15:50,2.0,0.0,Gdańsk Wrzeszcz,Gdańsk Główny,"('Gdynia Główna', 'Gdańsk Główny')",2023-03-14 15:50:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",6.0,27.0,2.0,False,False,2023-03-14 15:46:00,2023-03-14 15:00:00,EIJ 5406/7 2023-03-14 15:50:00,A,2023-03-14 14:00
EIJ 5406/7,14.03,18:36,4.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-14 18:36:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,4.0,False,False,2023-03-14 18:28:00,2023-03-14 18:00:00,EIJ 5406/7 2023-03-14 18:36:00,A,2023-03-14 18:00
EIJ 5406/7,14.03,18:48,1.0,-3.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-14 18:48:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,4.0,False,False,2023-03-14 18:40:00,2023-03-14 18:00:00,EIJ 5406/7 2023-03-14 18:48:00,A,2023-03-14 18:00
EIJ 5406/7,15.03,15:35,0.0,0.0,Gdynia Główna,Sopot,"('Gdynia Główna', 'Gdańsk Główny')",2023-03-15 15:35:00,"('Gdynia Główna', 'Sopot')",10.0,27.0,0.0,False,False,2023-03-15 15:25:00,2023-03-15 15:00:00,EIJ 5406/7 2023-03-15 15:35:00,A,2023-03-15 14:00
EIJ 5406/7,15.03,15:40,2.0,2.0,Sopot,Gdańsk Oliwa,"('Gdynia Główna', 'Gdańsk Główny')",2023-03-15 15:40:00,"('Sopot', 'Gdańsk Oliwa')",5.0,27.0,0.0,False,False,2023-03-15 15:35:00,2023-03-15 15:00:00,EIJ 5406/7 2023-03-15 15:40:00,A,2023-03-15 14:00
EIJ 5406/7,15.03,15:45,3.0,1.0,Gdańsk Oliwa,Gdańsk Wrzeszcz,"('Gdynia Główna', 'Gdańsk Główny')",2023-03-15 15:45:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",6.0,27.0,2.0,False,False,2023-03-15 15:41:00,2023-03-15 15:00:00,EIJ 5406/7 2023-03-15 15:45:00,A,2023-03-15 14:00
EIJ 5406/7,15.03,15:50,3.0,0.0,Gdańsk Wrzeszcz,Gdańsk Główny,"('Gdynia Główna', 'Gdańsk Główny')",2023-03-15 15:50:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",6.0,27.0,3.0,False,False,2023-03-15 15:47:00,2023-03-15 15:00:00,EIJ 5406/7 2023-03-15 15:50:00,A,2023-03-15 14:00
EIJ 5406/7,16.03,15:35,2.0,2.0,Gdynia Główna,Sopot,"('Gdynia Główna', 'Gdańsk Główny')",2023-03-16 15:35:00,"('Gdynia Główna', 'Sopot')",10.0,27.0,0.0,False,False,2023-03-16 15:25:00,2023-03-16 15:00:00,EIJ 5406/7 2023-03-16 15:35:00,A,2023-03-16 14:00
EIJ 5406/7,16.03,15:40,2.0,0.0,Sopot,Gdańsk Oliwa,"('Gdynia Główna', 'Gdańsk Główny')",2023-03-16 15:40:00,"('Sopot', 'Gdańsk Oliwa')",5.0,27.0,2.0,False,False,2023-03-16 15:37:00,2023-03-16 15:00:00,EIJ 5406/7 2023-03-16 15:40:00,A,2023-03-16 14:00
EIJ 5406/7,16.03,15:45,2.0,0.0,Gdańsk Oliwa,Gdańsk Wrzeszcz,"('Gdynia Główna', 'Gdańsk Główny')",2023-03-16 15:45:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",6.0,27.0,2.0,False,False,2023-03-16 15:41:00,2023-03-16 15:00:00,EIJ 5406/7 2023-03-16 15:45:00,A,2023-03-16 14:00
EIJ 5406/7,16.03,15:50,3.0,1.0,Gdańsk Wrzeszcz,Gdańsk Główny,"('Gdynia Główna', 'Gdańsk Główny')",2023-03-16 15:50:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",6.0,27.0,2.0,False,False,2023-03-16 15:46:00,2023-03-16 15:00:00,EIJ 5406/7 2023-03-16 15:50:00,A,2023-03-16 14:00
EIJ 5406/7,17.03,15:35,2.0,2.0,Gdynia Główna,Sopot,"('Gdynia Główna', 'Gdańsk Główny')",2023-03-17 15:35:00,"('Gdynia Główna', 'Sopot')",10.0,27.0,0.0,False,False,2023-03-17 15:25:00,2023-03-17 15:00:00,EIJ 5406/7 2023-03-17 15:35:00,A,2023-03-17 14:00
EIJ 5406/7,17.03,15:40,2.0,0.0,Sopot,Gdańsk Oliwa,"('Gdynia Główna', 'Gdańsk Główny')",2023-03-17 15:40:00,"('Sopot', 'Gdańsk Oliwa')",5.0,27.0,2.0,False,False,2023-03-17 15:37:00,2023-03-17 15:00:00,EIJ 5406/7 2023-03-17 15:40:00,A,2023-03-17 14:00
EIJ 5406/7,17.03,15:45,2.0,0.0,Gdańsk Oliwa,Gdańsk Wrzeszcz,"('Gdynia Główna', 'Gdańsk Główny')",2023-03-17 15:45:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",6.0,27.0,2.0,False,False,2023-03-17 15:41:00,2023-03-17 15:00:00,EIJ 5406/7 2023-03-17 15:45:00,A,2023-03-17 14:00
EIJ 5406/7,17.03,15:50,2.0,0.0,Gdańsk Wrzeszcz,Gdańsk Główny,"('Gdynia Główna', 'Gdańsk Główny')",2023-03-17 15:50:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",6.0,27.0,2.0,False,False,2023-03-17 15:46:00,2023-03-17 15:00:00,EIJ 5406/7 2023-03-17 15:50:00,A,2023-03-17 14:00
