wojewodztwo,data,beta,gamma,blad
opolskie,23.03,0.779978773988215,0.4262716013982316,0.01425021123482298
opolskie,24.03,0.4212858413855173,0.5747720720777161,0.011750028696051424
podkarpackie,13.03,0.7849485735830526,0.984130856198268,0.002765553598907966
podkarpackie,14.03,0.7842547133819723,0.4778781927900556,0.001326540306693183
podkarpackie,15.03,0.7363255118318651,0.079118110196288,0.0004132231404958677
podkarpackie,16.03,0.16177223085344924,0.577429946762257,0.001317070218542768
podkarpackie,17.03,0.4368450392812997,0.429513455392553,0.0005862335211187051
podkarpackie,18.03,0.478715310739958,0.7983756298597644,0.00027631616574680444
podkarpackie,19.03,0.25082413004657006,0.2971032632051951,0.001970316566101402
podkarpackie,20.03,0.794748541249747,0.9466917349310615,0.0005382231404958678
podkarpackie,21.03,0.8626280307349714,0.9467364017144076,0.00010330578512396714
podkarpackie,22.03,0.49985073017894033,0.08694067967154723,0.0004911704881656803
podkarpackie,23.03,0.002588428913036064,0.39515250982837524,0.0011443717213023602
podkarpackie,24.03,0.8080439898039938,0.6580115973651558,0.0005945179584120983
podlaskie,13.03,0.8467338213863853,0.775538286605123,0.004688462596869983
podlaskie,14.03,0.5034171747449373,0.3360871979435865,0.004553582044848749
podlaskie,15.03,0.3270502445785747,0.555983062308839,0.009726155488857713
podlaskie,16.03,0.4335162317453043,0.8790960771597447,0.004625485671851594
podlaskie,17.03,0.9973058475261044,0.3561682672746316,0.004844068690427674
podlaskie,18.03,0.5058005300887998,0.8779995741577502,0.0005476132661526939
podlaskie,19.03,0.8468945921363659,0.5779282591706814,0.053646848602988954
podlaskie,20.03,0.8423660586977809,0.5819928238998349,0.0011760883690708239
podlaskie,21.03,0.33177420337228397,0.20496070645341274,0.0048227712137486655
podlaskie,22.03,0.24937348697819692,0.7595426413430589,0.004647863043853031
podlaskie,23.03,0.6045911233803767,0.6863987054588259,0.008105912930474338
podlaskie,24.03,0.2728534136469035,0.19103924195975608,0.07105823420986329
pomorskie,13.03,0.1741882864757948,0.6636545730877323,0.0005151151494476188
pomorskie,14.03,0.49225743261101507,0.2877135715346416,0.0012808107299759485
pomorskie,15.03,0.834323028058474,0.7673153149681848,0.0005767949227632512
pomorskie,16.03,0.2279781610670315,0.8464037519930266,0.0012402647482909035
pomorskie,17.03,0.9488470697177447,0.5126991692432272,0.0009051465523857945
pomorskie,18.03,0.37334387899450694,0.479421622195092,0.0021281930975874047
pomorskie,19.03,0.5745819061032993,0.7573130859415359,0.0011482046811274143
pomorskie,20.03,0.6263623835314052,0.3057309320521913,0.0007435146717416531
pomorskie,21.03,0.8803560551733709,0.0,0.0004425494581930045
pomorskie,22.03,0.8337102619244451,0.48373500551940063,0.0007429121391922949
pomorskie,23.03,0.7553109798914388,0.6116815455475304,0.0007145830610340803
pomorskie,24.03,0.2205318929257774,0.8176242051009037,0.0012474877308595068
warmińsko-mazurskie,13.03,0.40900714874899,0.466452028376984,0.01145401296335128
warmińsko-mazurskie,14.03,0.7196324024084022,0.6968295091850166,0.0091455080412269
warmińsko-mazurskie,15.03,0.8420595972769853,0.36229346435583537,0.004457309612701099
warmińsko-mazurskie,16.03,0.5017629310161364,0.7172458492864126,0.003577401616964865
warmińsko-mazurskie,17.03,0.523176411320347,0.3726960292837666,0.003405646344629198
warmińsko-mazurskie,18.03,0.08538482312410196,0.6438523722515328,0.0009302124993459499
warmińsko-mazurskie,19.03,0.591464869992838,0.004207149121110823,0.0012117167809389555
warmińsko-mazurskie,20.03,0.0,1.0,0.003296754169183333
warmińsko-mazurskie,21.03,0.23868242667281095,0.8753181373762453,0.0006561612253833997
warmińsko-mazurskie,22.03,0.36412618672266817,0.6320471282260309,0.002260538392553248
warmińsko-mazurskie,23.03,0.3047372229982527,0.32804405988452084,0.00046392746913580273
warmińsko-mazurskie,24.03,0.0,0.5403146885433913,0.0052633012409275615
wielkopolskie,13.03,0.8745934206251949,1.0,0.002959062107233071
wielkopolskie,14.03,0.8390309805743832,0.6555300871777636,0.0054655996127310775
wielkopolskie,15.03,0.6631702906702146,0.6646489506743363,0.0018530059633466642
wielkopolskie,16.03,0.0,0.10164198788257711,0.004071771910696815
wielkopolskie,17.03,0.5403128671698108,0.0,0.0026569593577112135
wielkopolskie,18.03,0.7350038260808317,0.6629062471966549,0.0028169297012842643
wielkopolskie,19.03,0.1791166879348585,0.7203942070835414,0.002462320492968441
wielkopolskie,20.03,0.13229104742008763,0.9045684578252449,0.0028743827825088324
wielkopolskie,21.03,0.0,1.0,0.0016375543241348572
wielkopolskie,22.03,0.055178707413056305,0.743268481943987,0.002320327972030251
wielkopolskie,23.03,0.0,1.0,0.001787162642284043
wielkopolskie,24.03,0.4907768409702034,0.12035229310027261,0.0033970767349870597
zachodniopomorskie,13.03,0.38208397778247805,0.43202917651592687,0.013442863750451006
zachodniopomorskie,14.03,0.6678546584340876,0.7431205765003626,0.006852281186426207
zachodniopomorskie,15.03,0.7153167200241559,0.45802516356637424,0.011343730104721722
zachodniopomorskie,16.03,0.5381912132206474,0.4098141702157254,0.005663453544458514
zachodniopomorskie,17.03,0.24615665607025444,0.7774753030218242,0.006568156730826261
zachodniopomorskie,18.03,0.5144551662199265,0.29267644536481163,0.0011119485791764197
zachodniopomorskie,19.03,0.8814092876903681,0.6759220697120596,0.018985144864815996
zachodniopomorskie,20.03,0.31381720056766504,0.7603447496282251,0.0074184141590983785
zachodniopomorskie,21.03,0.7017984203439308,0.3894421445272606,0.008967571277621728
zachodniopomorskie,22.03,0.9059241758373967,0.5606229371026186,0.01021753369020326
zachodniopomorskie,23.03,0.12545984941650412,0.08744596856320704,0.010385137131930114
zachodniopomorskie,24.03,0.511652811140768,0.9617808802559813,0.005204842662690095
łódzkie,13.03,0.44595996562563267,0.4242946627519349,0.003482429606709947
łódzkie,14.03,0.5048148288779818,0.8405804325377151,0.0029780310752830466
łódzkie,15.03,0.6101937470428571,0.23872356680825768,0.009746035072165047
łódzkie,16.03,0.0,1.0,0.004353823674551174
łódzkie,17.03,0.7961768155322274,0.2414691994459875,0.0032128250361806577
łódzkie,18.03,0.37165823862275116,0.39474306815454907,0.002392732501382918
łódzkie,19.03,0.05031692805601956,0.8435780337945904,0.008724610660189385
łódzkie,20.03,0.790898805273467,0.5769388396293713,0.003409119691712433
łódzkie,21.03,0.48166317537599046,0.923038315793347,0.002386322792399718
łódzkie,22.03,0.1709071978992514,0.6408592951442019,0.0028908228368895138
łódzkie,23.03,0.8753796371356364,0.7985555449376878,0.0024414218619926826
łódzkie,24.03,0.23372071885859302,0.31881480138057705,0.0027866619886432347
śląskie,13.03,0.7725772370992787,0.7637048967769362,0.0016650554594032797
śląskie,14.03,0.18419659570573238,0.9176572275557235,0.0006768095567498742
śląskie,15.03,0.3825372487690548,0.035368155722171946,0.0022647237481694766
śląskie,16.03,0.6599445153679802,0.6330210112699649,0.0018762677795182928
śląskie,17.03,0.6508849502850529,0.27825615622808564,0.007914090997518589
śląskie,18.03,0.23784576484208525,0.6924103123770534,0.00240898803562526
śląskie,19.03,0.3453367236346788,0.3011980291472652,0.0012507469914958278
śląskie,20.03,0.16587058599570015,0.5739246453853284,0.0010046790262406412
śląskie,21.03,0.5402652600316562,0.37820128757270377,0.0015110887585768772
śląskie,22.03,0.7785613921016628,0.09003663465376432,0.0010145023880131236
śląskie,23.03,1.0,0.22140470872677276,0.0012131051493977415
śląskie,24.03,0.635261334426641,0.8779256251241664,0.0021211696512066693
świętokrzyskie,13.03,0.8730799381727843,0.17251119177133456,0.019016389606254045
świętokrzyskie,14.03,0.863118533122208,0.09327909429652542,0.01043216285101715
świętokrzyskie,15.03,0.0,1.0,0.01874395887936332
świętokrzyskie,16.03,0.0,1.0,0.015815255511823056
świętokrzyskie,17.03,0.46583548789212714,0.09579864105502697,0.005894696484560902
świętokrzyskie,18.03,0.7522402848943336,0.13725657311557288,0.004741838933688759
świętokrzyskie,19.03,0.3625365281713932,0.47804873098455225,0.008453570728703019
świętokrzyskie,20.03,0.8912644872083861,0.3929626423939547,0.006194765071666537
świętokrzyskie,21.03,0.7314456296775778,0.9000558163597259,0.007755428628826052
świętokrzyskie,22.03,0.9149184147616465,0.4866924585664688,0.011120737200814544
świętokrzyskie,23.03,0.09443136317835643,0.5311927935664356,0.007109633759911806
świętokrzyskie,24.03,0.9144991203108912,0.34297705785406263,0.009189284064004238
