super_krawedz,okres_id,mini_krawedz,czy_opoznienie_wyjazd,czy_opoznienie_przyjazd,nazwa_pociagu,czas_przejazdu_super_krawedz
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-18 16:00:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",1,2,3,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-19 09:00:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",1,1,3,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-19 09:00:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",1,1,4,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-19 11:00:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",0,0,5,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-19 11:00:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",1,1,6,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-19 12:00:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",1,1,4,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-19 12:00:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",0,0,3,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-19 13:00:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",0,0,3,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-19 13:00:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",1,1,4,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-19 14:00:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",1,1,4,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-19 14:00:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",0,0,4,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-19 16:00:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",2,2,4,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-19 16:00:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",2,2,4,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-20 11:00:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",1,1,6,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-20 11:00:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",1,1,6,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-20 13:00:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",2,4,5,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-20 13:00:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",1,1,4,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-20 15:00:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",0,0,3,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-20 15:00:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",1,1,3,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-20 16:00:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",2,2,4,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-20 16:00:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",2,2,4,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-20 17:00:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",3,3,3,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-20 17:00:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",3,3,3,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-21 07:00:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",1,0,3,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-21 07:00:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",1,1,3,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-21 08:00:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",1,2,3,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-21 08:00:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",1,1,4,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-21 11:00:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",3,3,6,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-21 11:00:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",3,3,6,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-21 13:00:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",1,1,4,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-21 13:00:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",1,1,4,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-22 11:00:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",2,3,4,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-22 11:00:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",0,2,4,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-22 14:00:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",1,1,4,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-22 14:00:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",1,1,5,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-22 16:00:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",1,1,4,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-22 16:00:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",1,1,4,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-23 11:00:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",1,1,3,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-23 11:00:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",2,2,4,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-23 12:00:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",1,2,4,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-23 12:00:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",0,0,3,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-23 13:00:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",0,2,3,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-23 13:00:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",1,1,4,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-23 14:00:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",1,1,4,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-23 14:00:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",0,0,4,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-24 07:00:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",1,0,3,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-24 07:00:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",1,1,3,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-24 11:00:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",1,1,3,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-24 11:00:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",1,2,4,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-24 12:00:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",1,1,4,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-24 12:00:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",0,0,3,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-24 14:00:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",3,3,4,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-24 14:00:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",3,3,5,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-24 15:00:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",1,2,4,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-24 15:00:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",1,1,3,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-24 16:00:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",2,4,4,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-24 16:00:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",1,2,4,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-24 18:00:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",2,2,3,24.0
"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-24 18:00:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",1,1,2,24.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-13 07:00:00,"('Warszawa Centralna', 'Warszawa Wschodnia')",0,0,2,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-13 07:00:00,"('Warszawa Zachodnia', 'Warszawa Centralna')",2,2,2,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-13 08:00:00,"('Warszawa Centralna', 'Warszawa Wschodnia')",2,2,3,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-13 08:00:00,"('Warszawa Zachodnia', 'Warszawa Centralna')",1,1,2,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-14 07:00:00,"('Warszawa Centralna', 'Warszawa Wschodnia')",2,2,4,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-14 07:00:00,"('Warszawa Zachodnia', 'Warszawa Centralna')",2,2,2,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-15 07:00:00,"('Warszawa Centralna', 'Warszawa Wschodnia')",1,0,4,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-15 07:00:00,"('Warszawa Zachodnia', 'Warszawa Centralna')",1,1,2,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-16 07:00:00,"('Warszawa Centralna', 'Warszawa Wschodnia')",0,0,3,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-16 07:00:00,"('Warszawa Zachodnia', 'Warszawa Centralna')",1,1,2,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-16 16:00:00,"('Warszawa Centralna', 'Warszawa Wschodnia')",3,3,4,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-16 16:00:00,"('Warszawa Zachodnia', 'Warszawa Centralna')",1,3,3,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-16 19:00:00,"('Warszawa Centralna', 'Warszawa Wschodnia')",2,2,3,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-16 19:00:00,"('Warszawa Zachodnia', 'Warszawa Centralna')",2,2,3,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-16 20:00:00,"('Warszawa Centralna', 'Warszawa Wschodnia')",3,3,4,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-16 20:00:00,"('Warszawa Zachodnia', 'Warszawa Centralna')",2,2,2,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-17 07:00:00,"('Warszawa Centralna', 'Warszawa Wschodnia')",1,0,4,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-17 07:00:00,"('Warszawa Zachodnia', 'Warszawa Centralna')",1,1,2,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-17 16:00:00,"('Warszawa Centralna', 'Warszawa Wschodnia')",1,1,4,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-17 16:00:00,"('Warszawa Zachodnia', 'Warszawa Centralna')",1,1,3,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-17 20:00:00,"('Warszawa Centralna', 'Warszawa Wschodnia')",1,1,4,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-17 20:00:00,"('Warszawa Zachodnia', 'Warszawa Centralna')",1,1,3,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-18 16:00:00,"('Warszawa Centralna', 'Warszawa Wschodnia')",0,0,4,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-18 16:00:00,"('Warszawa Zachodnia', 'Warszawa Centralna')",3,0,3,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-18 20:00:00,"('Warszawa Centralna', 'Warszawa Wschodnia')",2,2,4,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-18 20:00:00,"('Warszawa Zachodnia', 'Warszawa Centralna')",2,2,3,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-19 07:00:00,"('Warszawa Centralna', 'Warszawa Wschodnia')",0,0,4,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-19 07:00:00,"('Warszawa Zachodnia', 'Warszawa Centralna')",1,0,2,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-19 16:00:00,"('Warszawa Centralna', 'Warszawa Wschodnia')",1,1,2,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-19 16:00:00,"('Warszawa Zachodnia', 'Warszawa Centralna')",3,3,3,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-19 17:00:00,"('Warszawa Centralna', 'Warszawa Wschodnia')",3,3,3,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-19 17:00:00,"('Warszawa Zachodnia', 'Warszawa Centralna')",2,2,2,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-19 18:00:00,"('Warszawa Centralna', 'Warszawa Wschodnia')",2,1,3,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-19 18:00:00,"('Warszawa Zachodnia', 'Warszawa Centralna')",2,2,2,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-19 20:00:00,"('Warszawa Centralna', 'Warszawa Wschodnia')",1,1,4,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-19 20:00:00,"('Warszawa Zachodnia', 'Warszawa Centralna')",1,1,3,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-20 16:00:00,"('Warszawa Centralna', 'Warszawa Wschodnia')",3,0,4,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-20 16:00:00,"('Warszawa Zachodnia', 'Warszawa Centralna')",0,3,3,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-21 07:00:00,"('Warszawa Centralna', 'Warszawa Wschodnia')",1,2,4,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-21 07:00:00,"('Warszawa Zachodnia', 'Warszawa Centralna')",1,1,2,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-22 07:00:00,"('Warszawa Centralna', 'Warszawa Wschodnia')",1,0,4,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-22 07:00:00,"('Warszawa Zachodnia', 'Warszawa Centralna')",1,1,2,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-22 20:00:00,"('Warszawa Centralna', 'Warszawa Wschodnia')",2,2,4,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-22 20:00:00,"('Warszawa Zachodnia', 'Warszawa Centralna')",3,2,3,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-23 07:00:00,"('Warszawa Centralna', 'Warszawa Wschodnia')",1,0,4,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-23 07:00:00,"('Warszawa Zachodnia', 'Warszawa Centralna')",1,1,2,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-23 20:00:00,"('Warszawa Centralna', 'Warszawa Wschodnia')",1,1,4,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-23 20:00:00,"('Warszawa Zachodnia', 'Warszawa Centralna')",0,0,2,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-24 07:00:00,"('Warszawa Centralna', 'Warszawa Wschodnia')",1,0,4,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-24 07:00:00,"('Warszawa Zachodnia', 'Warszawa Centralna')",2,1,2,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-24 16:00:00,"('Warszawa Centralna', 'Warszawa Wschodnia')",3,3,4,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-24 16:00:00,"('Warszawa Zachodnia', 'Warszawa Centralna')",1,2,2,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-24 19:00:00,"('Warszawa Centralna', 'Warszawa Wschodnia')",3,2,3,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-24 19:00:00,"('Warszawa Zachodnia', 'Warszawa Centralna')",3,3,3,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-24 20:00:00,"('Warszawa Centralna', 'Warszawa Wschodnia')",3,2,4,26.0
"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-24 20:00:00,"('Warszawa Zachodnia', 'Warszawa Centralna')",2,2,2,26.0
"('Warszawa Zachodnia peron 9', 'Żyrardów')",2023-03-16 20:00:00,"('Warszawa Zachodnia peron 9', 'Żyrardów')",3,3,3,26.0
"('Warszawa Zachodnia peron 9', 'Żyrardów')",2023-03-17 20:00:00,"('Warszawa Zachodnia peron 9', 'Żyrardów')",3,3,3,26.0
"('Warszawa Zachodnia peron 9', 'Żyrardów')",2023-03-19 20:00:00,"('Warszawa Zachodnia peron 9', 'Żyrardów')",3,3,3,26.0
"('Warszawa Zachodnia peron 9', 'Żyrardów')",2023-03-20 20:00:00,"('Warszawa Zachodnia peron 9', 'Żyrardów')",3,3,3,26.0
"('Wrocław Mikołajów', 'Wrocław Główny')",2023-03-17 12:00:00,"('Wrocław Mikołajów', 'Wrocław Główny')",1,1,3,7.0
"('Łańcut', 'Rzeszów Główny')",2023-03-13 11:00:00,"('Łańcut', 'Rzeszów Główny')",1,1,3,12.0
"('Łódź Chojny', 'Kutno')",2023-03-18 12:00:00,"('Ozorków', 'Łęczyca')",2,2,3,72.0
"('Łódź Chojny', 'Kutno')",2023-03-18 12:00:00,"('Zgierz', 'Ozorków')",2,2,3,72.0
"('Łódź Chojny', 'Kutno')",2023-03-18 12:00:00,"('Łódź Chojny', 'Łódź Kaliska')",0,0,1,72.0
"('Łódź Chojny', 'Kutno')",2023-03-18 12:00:00,"('Łódź Kaliska', 'Łódź Żabieniec')",2,2,3,72.0
"('Łódź Chojny', 'Kutno')",2023-03-18 12:00:00,"('Łódź Żabieniec', 'Zgierz')",2,2,3,72.0
"('Łódź Chojny', 'Kutno')",2023-03-18 12:00:00,"('Łęczyca', 'Kutno')",2,0,2,72.0
"('Łódź Chojny', 'Kutno')",2023-03-19 12:00:00,"('Ozorków', 'Łęczyca')",0,0,3,72.0
"('Łódź Chojny', 'Kutno')",2023-03-19 12:00:00,"('Zgierz', 'Ozorków')",1,0,3,72.0
"('Łódź Chojny', 'Kutno')",2023-03-19 12:00:00,"('Łódź Chojny', 'Łódź Kaliska')",1,1,1,72.0
"('Łódź Chojny', 'Kutno')",2023-03-19 12:00:00,"('Łódź Kaliska', 'Łódź Żabieniec')",1,1,3,72.0
"('Łódź Chojny', 'Kutno')",2023-03-19 12:00:00,"('Łódź Żabieniec', 'Zgierz')",1,1,3,72.0
"('Łódź Chojny', 'Kutno')",2023-03-19 12:00:00,"('Łęczyca', 'Kutno')",0,0,2,72.0
"('Łódź Chojny', 'Pabianice')",2023-03-17 06:00:00,"('Łódź Chojny', 'Łódź Retkinia')",2,0,4,18.0
"('Łódź Chojny', 'Pabianice')",2023-03-17 06:00:00,"('Łódź Retkinia', 'Pabianice')",0,0,4,18.0
"('Łódź Chojny', 'Pabianice')",2023-03-18 06:00:00,"('Łódź Chojny', 'Łódź Retkinia')",2,2,4,18.0
"('Łódź Chojny', 'Pabianice')",2023-03-18 06:00:00,"('Łódź Retkinia', 'Pabianice')",2,2,4,18.0
"('Łódź Chojny', 'Pabianice')",2023-03-19 06:00:00,"('Łódź Chojny', 'Łódź Retkinia')",2,2,4,18.0
"('Łódź Chojny', 'Pabianice')",2023-03-19 06:00:00,"('Łódź Retkinia', 'Pabianice')",2,2,4,18.0
"('Łódź Chojny', 'Pabianice')",2023-03-20 06:00:00,"('Łódź Chojny', 'Łódź Retkinia')",2,2,4,18.0
"('Łódź Chojny', 'Pabianice')",2023-03-20 06:00:00,"('Łódź Retkinia', 'Pabianice')",2,2,4,18.0
"('Łódź Chojny', 'Pabianice')",2023-03-21 06:00:00,"('Łódź Chojny', 'Łódź Retkinia')",2,2,4,18.0
"('Łódź Chojny', 'Pabianice')",2023-03-21 06:00:00,"('Łódź Retkinia', 'Pabianice')",2,2,4,18.0
"('Łódź Fabryczna', 'Łódź Widzew')",2023-03-23 05:00:00,"('Łódź Fabryczna', 'Łódź Widzew')",1,1,4,9.0
"('Łódź Widzew', 'Łódź Chojny')",2023-03-15 11:00:00,"('Łódź Widzew', 'Łódź Chojny')",2,2,3,9.0
"('Łódź Widzew', 'Łódź Chojny')",2023-03-18 11:00:00,"('Łódź Widzew', 'Łódź Chojny')",1,3,3,9.0
"('Łódź Widzew', 'Łódź Chojny')",2023-03-19 11:00:00,"('Łódź Widzew', 'Łódź Chojny')",1,1,3,9.0
"('Łódź Widzew', 'Łódź Fabryczna')",2023-03-15 22:00:00,"('Łódź Widzew', 'Łódź Fabryczna')",3,3,4,9.0
"('Łódź Widzew', 'Łódź Fabryczna')",2023-03-16 22:00:00,"('Łódź Widzew', 'Łódź Fabryczna')",3,3,5,9.0
"('Łódź Widzew', 'Łódź Fabryczna')",2023-03-17 22:00:00,"('Łódź Widzew', 'Łódź Fabryczna')",2,2,5,9.0
"('Łódź Widzew', 'Łódź Fabryczna')",2023-03-19 22:00:00,"('Łódź Widzew', 'Łódź Fabryczna')",3,3,5,9.0
"('Łódź Widzew', 'Łódź Fabryczna')",2023-03-20 22:00:00,"('Łódź Widzew', 'Łódź Fabryczna')",3,2,5,9.0
"('Łódź Widzew', 'Łódź Fabryczna')",2023-03-21 22:00:00,"('Łódź Widzew', 'Łódź Fabryczna')",2,2,5,9.0
"('Łódź Widzew', 'Łódź Fabryczna')",2023-03-24 22:00:00,"('Łódź Widzew', 'Łódź Fabryczna')",3,2,4,9.0
"('Żyrardów', 'Koluszki')",2023-03-20 13:00:00,"('Skierniewice', 'Koluszki')",2,2,4,32.0
"('Żyrardów', 'Koluszki')",2023-03-20 13:00:00,"('Żyrardów', 'Skierniewice')",0,0,2,32.0
