super_krawedz,okres_id,mini_krawedz,czy_opoznienie_wyjazd,czy_opoznienie_przyjazd,nazwa_pociagu,czas_przejazdu_super_krawedz
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 22:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",1,1,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 22:00:00,"('Sopot', 'Gdynia Główna')",1,1,2,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-19 08:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",2,0,5,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-19 08:00:00,"('Gdańsk Oliwa', 'Sopot')",0,0,5,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-19 08:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",0,0,5,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-19 08:00:00,"('Sopot', 'Gdynia Główna')",0,1,5,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-19 17:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-19 17:00:00,"('Gdańsk Oliwa', 'Sopot')",0,0,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-19 17:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",0,0,2,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-19 17:00:00,"('Sopot', 'Gdynia Główna')",0,0,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-19 18:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",3,3,5,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-19 18:00:00,"('Gdańsk Oliwa', 'Sopot')",4,4,6,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-19 18:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",4,4,6,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-19 18:00:00,"('Sopot', 'Gdynia Główna')",4,4,5,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-19 19:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",3,3,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-19 19:00:00,"('Gdańsk Oliwa', 'Sopot')",1,1,2,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-19 19:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",3,3,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-19 19:00:00,"('Sopot', 'Gdynia Główna')",0,0,2,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-19 20:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",2,2,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-19 20:00:00,"('Gdańsk Oliwa', 'Sopot')",4,4,5,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-19 20:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",2,2,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-19 20:00:00,"('Sopot', 'Gdynia Główna')",4,4,5,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-19 21:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-19 21:00:00,"('Gdańsk Oliwa', 'Sopot')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-19 21:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-19 21:00:00,"('Sopot', 'Gdynia Główna')",2,2,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-19 23:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",1,1,2,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-19 23:00:00,"('Gdańsk Oliwa', 'Sopot')",1,1,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-19 23:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-19 23:00:00,"('Sopot', 'Gdynia Główna')",0,0,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-20 14:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-20 14:00:00,"('Gdańsk Oliwa', 'Sopot')",2,2,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-20 14:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-20 14:00:00,"('Sopot', 'Gdynia Główna')",2,2,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-20 17:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-20 17:00:00,"('Gdańsk Oliwa', 'Sopot')",1,1,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-20 17:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-20 17:00:00,"('Sopot', 'Gdynia Główna')",1,1,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-20 18:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",2,2,6,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-20 18:00:00,"('Gdańsk Oliwa', 'Sopot')",2,2,6,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-20 18:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",2,2,6,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-20 18:00:00,"('Sopot', 'Gdynia Główna')",2,2,5,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-20 19:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",2,2,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-20 19:00:00,"('Gdańsk Oliwa', 'Sopot')",2,2,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-20 19:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",2,2,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-20 19:00:00,"('Sopot', 'Gdynia Główna')",2,2,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-20 21:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",3,2,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-20 21:00:00,"('Gdańsk Oliwa', 'Sopot')",2,2,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-20 21:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",3,2,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-20 21:00:00,"('Sopot', 'Gdynia Główna')",2,2,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-20 22:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",2,2,5,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-20 22:00:00,"('Gdańsk Oliwa', 'Sopot')",0,0,2,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-20 22:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",1,0,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-20 22:00:00,"('Sopot', 'Gdynia Główna')",0,0,2,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-20 23:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",1,0,1,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-20 23:00:00,"('Gdańsk Oliwa', 'Sopot')",1,1,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-20 23:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-20 23:00:00,"('Sopot', 'Gdynia Główna')",1,1,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-21 08:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",1,1,5,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-21 08:00:00,"('Gdańsk Oliwa', 'Sopot')",0,0,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-21 08:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",0,0,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-21 08:00:00,"('Sopot', 'Gdynia Główna')",0,0,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-21 10:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-21 10:00:00,"('Gdańsk Oliwa', 'Sopot')",0,0,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-21 10:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",0,0,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-21 10:00:00,"('Sopot', 'Gdynia Główna')",0,0,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-21 17:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",1,1,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-21 17:00:00,"('Gdańsk Oliwa', 'Sopot')",1,0,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-21 17:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-21 17:00:00,"('Sopot', 'Gdynia Główna')",0,0,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-21 18:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",1,0,7,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-21 18:00:00,"('Gdańsk Oliwa', 'Sopot')",0,0,6,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-21 18:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",0,0,6,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-21 18:00:00,"('Sopot', 'Gdynia Główna')",0,0,6,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-22 10:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",2,1,5,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-22 10:00:00,"('Gdańsk Oliwa', 'Sopot')",1,1,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-22 10:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",1,1,5,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-22 10:00:00,"('Sopot', 'Gdynia Główna')",1,1,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-22 17:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-22 17:00:00,"('Gdańsk Oliwa', 'Sopot')",1,0,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-22 17:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-22 17:00:00,"('Sopot', 'Gdynia Główna')",0,0,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-22 18:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",2,2,6,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-22 18:00:00,"('Gdańsk Oliwa', 'Sopot')",2,2,5,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-22 18:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",2,2,5,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-22 18:00:00,"('Sopot', 'Gdynia Główna')",2,2,5,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-22 23:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",2,2,2,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-22 23:00:00,"('Gdańsk Oliwa', 'Sopot')",2,2,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-22 23:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",2,2,2,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-22 23:00:00,"('Sopot', 'Gdynia Główna')",2,1,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-23 10:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",1,0,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-23 10:00:00,"('Gdańsk Oliwa', 'Sopot')",0,0,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-23 10:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",0,0,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-23 10:00:00,"('Sopot', 'Gdynia Główna')",0,0,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-23 18:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",3,3,6,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-23 18:00:00,"('Gdańsk Oliwa', 'Sopot')",2,2,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-23 18:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",2,2,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-23 18:00:00,"('Sopot', 'Gdynia Główna')",1,1,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-23 19:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",0,0,1,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-23 19:00:00,"('Gdańsk Oliwa', 'Sopot')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-23 19:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-23 19:00:00,"('Sopot', 'Gdynia Główna')",2,2,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-23 22:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",2,1,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-23 22:00:00,"('Gdańsk Oliwa', 'Sopot')",0,0,2,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-23 22:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-23 22:00:00,"('Sopot', 'Gdynia Główna')",0,0,2,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-23 23:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",1,1,2,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-23 23:00:00,"('Gdańsk Oliwa', 'Sopot')",1,1,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-23 23:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",1,0,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-23 23:00:00,"('Sopot', 'Gdynia Główna')",1,0,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-24 18:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",3,3,5,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-24 18:00:00,"('Gdańsk Oliwa', 'Sopot')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-24 18:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",2,2,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-24 18:00:00,"('Sopot', 'Gdynia Główna')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-24 19:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",2,3,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-24 19:00:00,"('Gdańsk Oliwa', 'Sopot')",4,4,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-24 19:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",3,3,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-24 19:00:00,"('Sopot', 'Gdynia Główna')",4,3,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-24 20:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",2,2,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-24 20:00:00,"('Gdańsk Oliwa', 'Sopot')",3,3,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-24 20:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",3,3,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-24 20:00:00,"('Sopot', 'Gdynia Główna')",3,2,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-24 22:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",2,1,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-24 22:00:00,"('Gdańsk Oliwa', 'Sopot')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-24 22:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",0,0,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-24 22:00:00,"('Sopot', 'Gdynia Główna')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-24 23:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",2,2,2,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-24 23:00:00,"('Gdańsk Oliwa', 'Sopot')",3,3,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-24 23:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",3,3,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-24 23:00:00,"('Sopot', 'Gdynia Główna')",3,3,4,33.0
"('Gdańsk Główny', 'Tczew')",2023-03-13 09:00:00,"('Gdańsk Główny', 'Tczew')",1,1,4,20.0
"('Gdańsk Główny', 'Tczew')",2023-03-13 15:00:00,"('Gdańsk Główny', 'Pruszcz Gdański')",1,1,1,20.0
"('Gdańsk Główny', 'Tczew')",2023-03-13 15:00:00,"('Gdańsk Główny', 'Tczew')",3,3,3,20.0
"('Gdańsk Główny', 'Tczew')",2023-03-13 15:00:00,"('Pruszcz Gdański', 'Tczew')",1,1,1,20.0
"('Gdańsk Główny', 'Tczew')",2023-03-15 08:00:00,"('Gdańsk Główny', 'Tczew')",2,1,4,20.0
"('Gdańsk Główny', 'Tczew')",2023-03-17 10:00:00,"('Gdańsk Główny', 'Tczew')",2,2,4,20.0
"('Gdańsk Główny', 'Tczew')",2023-03-19 14:00:00,"('Gdańsk Główny', 'Tczew')",2,2,4,20.0
"('Gdańsk Główny', 'Tczew')",2023-03-24 09:00:00,"('Gdańsk Główny', 'Tczew')",1,1,4,20.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-13 09:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",1,1,5,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-13 09:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",1,1,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-13 09:00:00,"('Gdynia Główna', 'Sopot')",1,1,6,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-13 09:00:00,"('Sopot', 'Gdańsk Oliwa')",1,1,6,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-13 14:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",2,2,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-13 14:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",1,1,2,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-13 14:00:00,"('Gdynia Główna', 'Sopot')",2,2,2,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-13 14:00:00,"('Sopot', 'Gdańsk Oliwa')",1,1,2,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-13 15:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",3,3,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-13 15:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",4,4,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-13 15:00:00,"('Gdynia Główna', 'Sopot')",1,2,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-13 15:00:00,"('Sopot', 'Gdańsk Oliwa')",3,3,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-13 16:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",0,0,2,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-13 16:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",0,0,2,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-13 16:00:00,"('Gdynia Główna', 'Sopot')",1,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-13 16:00:00,"('Sopot', 'Gdańsk Oliwa')",1,1,2,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-13 17:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",1,1,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-13 17:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",1,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-13 17:00:00,"('Gdynia Główna', 'Sopot')",0,0,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-13 17:00:00,"('Sopot', 'Gdańsk Oliwa')",0,0,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-14 08:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",1,1,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-14 08:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",1,0,5,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-14 08:00:00,"('Gdynia Główna', 'Sopot')",1,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-14 08:00:00,"('Sopot', 'Gdańsk Oliwa')",1,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-14 09:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",0,0,5,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-14 09:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",0,0,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-14 09:00:00,"('Gdynia Główna', 'Sopot')",1,0,5,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-14 09:00:00,"('Sopot', 'Gdańsk Oliwa')",0,0,6,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-14 14:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",0,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-14 14:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",1,0,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-14 14:00:00,"('Gdynia Główna', 'Sopot')",0,0,2,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-14 14:00:00,"('Sopot', 'Gdańsk Oliwa')",0,0,2,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-14 17:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",1,0,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-14 17:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",0,0,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-14 17:00:00,"('Gdynia Główna', 'Sopot')",0,0,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-14 17:00:00,"('Sopot', 'Gdańsk Oliwa')",0,1,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-14 19:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",1,1,2,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-14 19:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",1,1,2,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-14 19:00:00,"('Gdynia Główna', 'Sopot')",2,2,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-14 19:00:00,"('Sopot', 'Gdańsk Oliwa')",0,0,1,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-15 07:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",1,0,1,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-15 07:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",0,0,2,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-15 07:00:00,"('Gdynia Główna', 'Sopot')",1,2,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-15 07:00:00,"('Sopot', 'Gdańsk Oliwa')",1,1,2,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-15 08:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",3,3,5,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-15 08:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",2,2,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-15 08:00:00,"('Gdynia Główna', 'Sopot')",2,2,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-15 08:00:00,"('Sopot', 'Gdańsk Oliwa')",3,3,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-15 09:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",0,0,5,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-15 09:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",1,1,5,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-15 09:00:00,"('Gdynia Główna', 'Sopot')",0,0,5,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-15 09:00:00,"('Sopot', 'Gdańsk Oliwa')",0,0,6,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-15 10:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",0,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-15 10:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",1,1,4,27.0
