nazwa_pociagu,data,czas_rozkladowy,opoznienie,opoznienie_netto,stacja_wyjazdu,stacja_przyjazdu,super_krawedz,data_czas_rozkładowy,mini_krawedz,czas_przejazdu_mini_krawedz,czas_przejazdu_super_krawedz,opoznienie_poczatkowe,czy_opoznienie_wyjazd,czy_opoznienie_przyjazd,rzeczywisty_czas_wyjazdu,okres_id,warte_uwagi
MPE 16102/3 DĄBROWSKA,14.03,18:03,10.0,1.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-14 18:03:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,9.0,True,True,2023-03-14 18:00:00,2023-03-14 18:00,True
MPE 16102/3 DĄBROWSKA,14.03,18:26,0.0,-10.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-14 18:26:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,10.0,True,False,2023-03-14 18:24:00,2023-03-14 18:00,True
MPE 16102/3 DĄBROWSKA,15.03,18:26,0.0,0.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-15 18:26:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,False,2023-03-15 18:14:00,2023-03-15 18:00,True
MPE 16102/3 DĄBROWSKA,16.03,18:03,0.0,2.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-16 18:03:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,-2.0,False,False,2023-03-16 17:49:00,2023-03-16 17:00,True
MPE 16102/3 DĄBROWSKA,17.03,16:34,15.0,0.0,Szepietowo,Czyżew,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-17 16:34:00,"('Szepietowo', 'Czyżew')",11.0,87.0,15.0,True,True,2023-03-17 16:38:00,2023-03-17 16:00,True
MPE 16102/3 DĄBROWSKA,17.03,16:52,14.0,-1.0,Czyżew,Małkinia,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-17 16:52:00,"('Czyżew', 'Małkinia')",16.0,87.0,15.0,True,True,2023-03-17 16:51:00,2023-03-17 16:00,True
MPE 16102/3 DĄBROWSKA,17.03,17:11,13.0,-1.0,Małkinia,Łochów,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-17 17:11:00,"('Małkinia', 'Łochów')",19.0,87.0,14.0,True,True,2023-03-17 17:06:00,2023-03-17 17:00,True
MPE 16102/3 DĄBROWSKA,17.03,17:24,14.0,1.0,Łochów,Tłuszcz,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-17 17:24:00,"('Łochów', 'Tłuszcz')",11.0,87.0,13.0,True,True,2023-03-17 17:26:00,2023-03-17 17:00,True
MPE 16102/3 DĄBROWSKA,17.03,17:35,14.0,0.0,Tłuszcz,Wołomin,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-17 17:35:00,"('Tłuszcz', 'Wołomin')",12.0,87.0,14.0,True,True,2023-03-17 17:37:00,2023-03-17 17:00,True
MPE 16102/3 DĄBROWSKA,17.03,17:54,12.0,-2.0,Wołomin,Warszawa Wschodnia,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-17 17:54:00,"('Wołomin', 'Warszawa Wschodnia')",18.0,87.0,14.0,True,True,2023-03-17 17:50:00,2023-03-17 17:00,True
MPE 16102/3 DĄBROWSKA,17.03,18:03,12.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-17 18:03:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,12.0,True,True,2023-03-17 18:03:00,2023-03-17 18:00,True
MPE 16102/3 DĄBROWSKA,17.03,18:26,0.0,-12.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-17 18:26:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,12.0,True,False,2023-03-17 18:26:00,2023-03-17 18:00,True
MPE 16102/3 DĄBROWSKA,18.03,18:03,2.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-18 18:03:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,2.0,False,False,2023-03-18 17:53:00,2023-03-18 17:00,True
MPE 16102/3 DĄBROWSKA,19.03,18:26,0.0,0.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-19 18:26:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,False,2023-03-19 18:14:00,2023-03-19 18:00,True
MPE 16102/3 DĄBROWSKA,20.03,16:34,8.0,1.0,Szepietowo,Czyżew,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-20 16:34:00,"('Szepietowo', 'Czyżew')",11.0,87.0,7.0,True,True,2023-03-20 16:30:00,2023-03-20 16:00,True
MPE 16102/3 DĄBROWSKA,20.03,16:52,8.0,0.0,Czyżew,Małkinia,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-20 16:52:00,"('Czyżew', 'Małkinia')",16.0,87.0,8.0,True,True,2023-03-20 16:44:00,2023-03-20 16:00,True
MPE 16102/3 DĄBROWSKA,20.03,17:11,8.0,0.0,Małkinia,Łochów,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-20 17:11:00,"('Małkinia', 'Łochów')",19.0,87.0,8.0,True,True,2023-03-20 17:00:00,2023-03-20 17:00,True
MPE 16102/3 DĄBROWSKA,20.03,17:24,8.0,0.0,Łochów,Tłuszcz,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-20 17:24:00,"('Łochów', 'Tłuszcz')",11.0,87.0,8.0,True,True,2023-03-20 17:21:00,2023-03-20 17:00,True
MPE 16102/3 DĄBROWSKA,20.03,17:35,8.0,0.0,Tłuszcz,Wołomin,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-20 17:35:00,"('Tłuszcz', 'Wołomin')",12.0,87.0,8.0,True,True,2023-03-20 17:31:00,2023-03-20 17:00,True
MPE 16102/3 DĄBROWSKA,20.03,17:54,8.0,0.0,Wołomin,Warszawa Wschodnia,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-20 17:54:00,"('Wołomin', 'Warszawa Wschodnia')",18.0,87.0,8.0,True,True,2023-03-20 17:44:00,2023-03-20 17:00,True
MPE 16102/3 DĄBROWSKA,20.03,18:03,9.0,1.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-20 18:03:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,8.0,True,True,2023-03-20 17:59:00,2023-03-20 17:00,True
MPE 16102/3 DĄBROWSKA,20.03,18:26,0.0,-9.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-20 18:26:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,9.0,True,False,2023-03-20 18:23:00,2023-03-20 18:00,True
MPE 16102/3 DĄBROWSKA,22.03,18:26,0.0,0.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-22 18:26:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,False,2023-03-22 18:14:00,2023-03-22 18:00,True
MPE 16102/3 DĄBROWSKA,23.03,16:35,6.0,0.0,Szepietowo,Czyżew,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-23 16:35:00,"('Szepietowo', 'Czyżew')",11.0,87.0,6.0,True,True,2023-03-23 16:30:00,2023-03-23 16:00,True
MPE 16102/3 DĄBROWSKA,23.03,16:52,4.0,-2.0,Czyżew,Małkinia,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-23 16:52:00,"('Czyżew', 'Małkinia')",16.0,87.0,6.0,True,False,2023-03-23 16:42:00,2023-03-23 16:00,True
MPE 16102/3 DĄBROWSKA,23.03,17:11,4.0,0.0,Małkinia,Łochów,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-23 17:11:00,"('Małkinia', 'Łochów')",19.0,87.0,4.0,False,False,2023-03-23 16:56:00,2023-03-23 16:00,True
MPE 16102/3 DĄBROWSKA,23.03,18:03,25.0,24.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-23 18:03:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,1.0,False,True,2023-03-23 17:52:00,2023-03-23 17:00,True
MPE 16102/3 DĄBROWSKA,23.03,18:26,23.0,-2.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-23 18:26:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,25.0,True,True,2023-03-23 18:39:00,2023-03-23 18:00,True
MPE 16102/3 DĄBROWSKA,23.03,19:18,13.0,1.0,Żyrardów,Skierniewice,"('Żyrardów', 'Koluszki')",2023-03-23 19:18:00,"('Żyrardów', 'Skierniewice')",12.0,32.0,12.0,True,True,2023-03-23 19:18:00,2023-03-23 19:00,True
MPE 16102/3 DĄBROWSKA,23.03,19:41,13.0,0.0,Skierniewice,Koluszki,"('Żyrardów', 'Koluszki')",2023-03-23 19:41:00,"('Skierniewice', 'Koluszki')",20.0,32.0,13.0,True,True,2023-03-23 19:34:00,2023-03-23 19:00,True
MPE 16102/3 DĄBROWSKA,23.03,19:57,19.0,6.0,Koluszki,Łódź Widzew,"('Koluszki', 'Łódź Widzew')",2023-03-23 19:57:00,"('Koluszki', 'Łódź Widzew')",15.0,15.0,13.0,True,True,2023-03-23 19:55:00,2023-03-23 19:00,True
MPE 16102/3 DĄBROWSKA,24.03,16:35,7.0,1.0,Szepietowo,Czyżew,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-24 16:35:00,"('Szepietowo', 'Czyżew')",11.0,87.0,6.0,True,True,2023-03-24 16:30:00,2023-03-24 16:00,True
MPE 16102/3 DĄBROWSKA,24.03,16:52,5.0,-2.0,Czyżew,Małkinia,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-24 16:52:00,"('Czyżew', 'Małkinia')",16.0,87.0,7.0,True,True,2023-03-24 16:43:00,2023-03-24 16:00,True
MPE 16102/3 DĄBROWSKA,24.03,17:11,5.0,0.0,Małkinia,Łochów,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-24 17:11:00,"('Małkinia', 'Łochów')",19.0,87.0,5.0,True,True,2023-03-24 16:57:00,2023-03-24 16:00,True
MPE 16102/3 DĄBROWSKA,24.03,18:03,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-24 18:03:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-24 17:51:00,2023-03-24 17:00,True
MPE 16102/3 DĄBROWSKA,24.03,18:26,1.0,1.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-24 18:26:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,False,2023-03-24 18:14:00,2023-03-24 18:00,True
MPE 16102/3 DĄBROWSKA,24.03,19:18,4.0,0.0,Żyrardów,Skierniewice,"('Żyrardów', 'Koluszki')",2023-03-24 19:18:00,"('Żyrardów', 'Skierniewice')",12.0,32.0,4.0,False,False,2023-03-24 19:10:00,2023-03-24 19:00,True
MPE 16102/3 DĄBROWSKA,24.03,19:41,4.0,0.0,Skierniewice,Koluszki,"('Żyrardów', 'Koluszki')",2023-03-24 19:41:00,"('Skierniewice', 'Koluszki')",20.0,32.0,4.0,False,False,2023-03-24 19:25:00,2023-03-24 19:00,True
MPE 16104/5 NAŁKOWSKA,13.03,15:15,5.0,1.0,Szepietowo,Czyżew,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-13 15:15:00,"('Szepietowo', 'Czyżew')",11.0,87.0,4.0,False,True,2023-03-13 15:08:00,2023-03-13 15:00,True
MPE 16104/5 NAŁKOWSKA,13.03,15:32,3.0,-2.0,Czyżew,Małkinia,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-13 15:32:00,"('Czyżew', 'Małkinia')",16.0,87.0,5.0,True,False,2023-03-13 15:21:00,2023-03-13 15:00,True
MPE 16104/5 NAŁKOWSKA,13.03,15:51,4.0,1.0,Małkinia,Łochów,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-13 15:51:00,"('Małkinia', 'Łochów')",19.0,87.0,3.0,False,False,2023-03-13 15:35:00,2023-03-13 15:00,True
MPE 16104/5 NAŁKOWSKA,13.03,16:04,4.0,0.0,Łochów,Tłuszcz,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-13 16:04:00,"('Łochów', 'Tłuszcz')",11.0,87.0,4.0,False,False,2023-03-13 15:57:00,2023-03-13 15:00,True
MPE 16104/5 NAŁKOWSKA,13.03,16:15,2.0,-2.0,Tłuszcz,Wołomin,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-13 16:15:00,"('Tłuszcz', 'Wołomin')",12.0,87.0,4.0,False,False,2023-03-13 16:07:00,2023-03-13 16:00,True
MPE 16104/5 NAŁKOWSKA,13.03,16:34,0.0,-2.0,Wołomin,Warszawa Wschodnia,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-13 16:34:00,"('Wołomin', 'Warszawa Wschodnia')",18.0,87.0,2.0,False,False,2023-03-13 16:18:00,2023-03-13 16:00,True
MPE 16104/5 NAŁKOWSKA,14.03,15:15,7.0,0.0,Szepietowo,Czyżew,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-14 15:15:00,"('Szepietowo', 'Czyżew')",11.0,87.0,7.0,True,True,2023-03-14 15:11:00,2023-03-14 15:00,True
MPE 16104/5 NAŁKOWSKA,14.03,15:32,4.0,-3.0,Czyżew,Małkinia,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-14 15:32:00,"('Czyżew', 'Małkinia')",16.0,87.0,7.0,True,False,2023-03-14 15:23:00,2023-03-14 15:00,True
MPE 16104/5 NAŁKOWSKA,14.03,15:51,2.0,-2.0,Małkinia,Łochów,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-14 15:51:00,"('Małkinia', 'Łochów')",19.0,87.0,4.0,False,False,2023-03-14 15:36:00,2023-03-14 15:00,True
MPE 16104/5 NAŁKOWSKA,14.03,16:04,2.0,0.0,Łochów,Tłuszcz,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-14 16:04:00,"('Łochów', 'Tłuszcz')",11.0,87.0,2.0,False,False,2023-03-14 15:55:00,2023-03-14 15:00,True
MPE 16104/5 NAŁKOWSKA,14.03,16:15,1.0,-1.0,Tłuszcz,Wołomin,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-14 16:15:00,"('Tłuszcz', 'Wołomin')",12.0,87.0,2.0,False,False,2023-03-14 16:05:00,2023-03-14 16:00,True
MPE 16104/5 NAŁKOWSKA,14.03,16:34,-1.0,-2.0,Wołomin,Warszawa Wschodnia,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-14 16:34:00,"('Wołomin', 'Warszawa Wschodnia')",18.0,87.0,1.0,False,False,2023-03-14 16:17:00,2023-03-14 16:00,True
MPE 16104/5 NAŁKOWSKA,14.03,16:42,1.0,2.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-14 16:42:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,-1.0,False,False,2023-03-14 16:29:00,2023-03-14 16:00,True
MPE 16104/5 NAŁKOWSKA,14.03,16:54,21.0,20.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-14 16:54:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,1.0,False,True,2023-03-14 16:43:00,2023-03-14 16:00,True
MPE 16104/5 NAŁKOWSKA,14.03,17:38,23.0,1.0,Żyrardów,Skierniewice,"('Żyrardów', 'Koluszki')",2023-03-14 17:38:00,"('Żyrardów', 'Skierniewice')",12.0,32.0,22.0,True,True,2023-03-14 17:48:00,2023-03-14 17:00,True
MPE 16104/5 NAŁKOWSKA,14.03,18:01,22.0,-1.0,Skierniewice,Koluszki,"('Żyrardów', 'Koluszki')",2023-03-14 18:01:00,"('Skierniewice', 'Koluszki')",20.0,32.0,23.0,True,True,2023-03-14 18:04:00,2023-03-14 18:00,True
MPE 16104/5 NAŁKOWSKA,15.03,15:15,5.0,0.0,Szepietowo,Czyżew,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-15 15:15:00,"('Szepietowo', 'Czyżew')",11.0,87.0,5.0,True,True,2023-03-15 15:09:00,2023-03-15 15:00,True
MPE 16104/5 NAŁKOWSKA,15.03,15:32,3.0,-2.0,Czyżew,Małkinia,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-15 15:32:00,"('Czyżew', 'Małkinia')",16.0,87.0,5.0,True,False,2023-03-15 15:21:00,2023-03-15 15:00,True
MPE 16104/5 NAŁKOWSKA,15.03,15:51,3.0,0.0,Małkinia,Łochów,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-15 15:51:00,"('Małkinia', 'Łochów')",19.0,87.0,3.0,False,False,2023-03-15 15:35:00,2023-03-15 15:00,True
MPE 16104/5 NAŁKOWSKA,15.03,16:04,1.0,-2.0,Łochów,Tłuszcz,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-15 16:04:00,"('Łochów', 'Tłuszcz')",11.0,87.0,3.0,False,False,2023-03-15 15:56:00,2023-03-15 15:00,True
MPE 16104/5 NAŁKOWSKA,16.03,16:42,3.0,4.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-16 16:42:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,-1.0,False,False,2023-03-16 16:29:00,2023-03-16 16:00,True
MPE 16104/5 NAŁKOWSKA,16.03,16:54,5.0,2.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-16 16:54:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,3.0,False,True,2023-03-16 16:45:00,2023-03-16 16:00,True
MPE 16104/5 NAŁKOWSKA,16.03,17:38,7.0,0.0,Żyrardów,Skierniewice,"('Żyrardów', 'Koluszki')",2023-03-16 17:38:00,"('Żyrardów', 'Skierniewice')",12.0,32.0,7.0,True,True,2023-03-16 17:33:00,2023-03-16 17:00,True
MPE 16104/5 NAŁKOWSKA,16.03,18:01,8.0,1.0,Skierniewice,Koluszki,"('Żyrardów', 'Koluszki')",2023-03-16 18:01:00,"('Skierniewice', 'Koluszki')",20.0,32.0,7.0,True,True,2023-03-16 17:48:00,2023-03-16 17:00,True
MPE 16104/5 NAŁKOWSKA,17.03,16:15,9.0,-3.0,Tłuszcz,Wołomin,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-17 16:15:00,"('Tłuszcz', 'Wołomin')",12.0,87.0,12.0,True,True,2023-03-17 16:15:00,2023-03-17 16:00,True
MPE 16104/5 NAŁKOWSKA,17.03,16:34,10.0,1.0,Wołomin,Warszawa Wschodnia,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-17 16:34:00,"('Wołomin', 'Warszawa Wschodnia')",18.0,87.0,9.0,True,True,2023-03-17 16:25:00,2023-03-17 16:00,True
MPE 16104/5 NAŁKOWSKA,17.03,16:42,12.0,2.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-17 16:42:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,10.0,True,True,2023-03-17 16:40:00,2023-03-17 16:00,True
MPE 16104/5 NAŁKOWSKA,17.03,16:54,13.0,1.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-17 16:54:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,12.0,True,True,2023-03-17 16:54:00,2023-03-17 16:00,True
MPE 16104/5 NAŁKOWSKA,17.03,17:38,22.0,2.0,Żyrardów,Skierniewice,"('Żyrardów', 'Koluszki')",2023-03-17 17:38:00,"('Żyrardów', 'Skierniewice')",12.0,32.0,20.0,True,True,2023-03-17 17:46:00,2023-03-17 17:00,True
MPE 16104/5 NAŁKOWSKA,17.03,18:01,28.0,6.0,Skierniewice,Koluszki,"('Żyrardów', 'Koluszki')",2023-03-17 18:01:00,"('Skierniewice', 'Koluszki')",20.0,32.0,22.0,True,True,2023-03-17 18:03:00,2023-03-17 18:00,True
MPE 16104/5 NAŁKOWSKA,17.03,21:19,16.0,-13.0,Brzeg,Oława,"('Brzeg', 'Wrocław Główny')",2023-03-17 21:19:00,"('Brzeg', 'Oława')",8.0,25.0,29.0,True,True,2023-03-17 21:40:00,2023-03-17 21:00,True
MPE 16104/5 NAŁKOWSKA,17.03,21:37,16.0,0.0,Oława,Wrocław Główny,"('Brzeg', 'Wrocław Główny')",2023-03-17 21:37:00,"('Oława', 'Wrocław Główny')",17.0,25.0,16.0,True,True,2023-03-17 21:36:00,2023-03-17 21:00,True
MPE 16104/5 NAŁKOWSKA,18.03,16:42,5.0,8.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-18 16:42:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,-3.0,False,True,2023-03-18 16:27:00,2023-03-18 16:00,True
MPE 16104/5 NAŁKOWSKA,18.03,16:54,5.0,0.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-18 16:54:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,5.0,True,True,2023-03-18 16:47:00,2023-03-18 16:00,True
MPE 16104/5 NAŁKOWSKA,19.03,15:15,5.0,1.0,Szepietowo,Czyżew,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-19 15:15:00,"('Szepietowo', 'Czyżew')",11.0,87.0,4.0,False,True,2023-03-19 15:08:00,2023-03-19 15:00,True
MPE 16104/5 NAŁKOWSKA,19.03,15:32,2.0,-3.0,Czyżew,Małkinia,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-19 15:32:00,"('Czyżew', 'Małkinia')",16.0,87.0,5.0,True,False,2023-03-19 15:21:00,2023-03-19 15:00,True
MPE 16104/5 NAŁKOWSKA,19.03,15:51,2.0,0.0,Małkinia,Łochów,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-19 15:51:00,"('Małkinia', 'Łochów')",19.0,87.0,2.0,False,False,2023-03-19 15:34:00,2023-03-19 15:00,True
MPE 16104/5 NAŁKOWSKA,19.03,16:04,2.0,0.0,Łochów,Tłuszcz,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-19 16:04:00,"('Łochów', 'Tłuszcz')",11.0,87.0,2.0,False,False,2023-03-19 15:55:00,2023-03-19 15:00,True
MPE 16104/5 NAŁKOWSKA,19.03,16:42,2.0,2.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-19 16:42:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-19 16:30:00,2023-03-19 16:00,True
MPE 16104/5 NAŁKOWSKA,19.03,16:54,28.0,26.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-19 16:54:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,2.0,False,True,2023-03-19 16:44:00,2023-03-19 16:00,True
MPE 16104/5 NAŁKOWSKA,19.03,17:38,31.0,0.0,Żyrardów,Skierniewice,"('Żyrardów', 'Koluszki')",2023-03-19 17:38:00,"('Żyrardów', 'Skierniewice')",12.0,32.0,31.0,True,True,2023-03-19 17:57:00,2023-03-19 17:00,True
MPE 16104/5 NAŁKOWSKA,20.03,16:04,23.0,0.0,Łochów,Tłuszcz,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-20 16:04:00,"('Łochów', 'Tłuszcz')",11.0,87.0,23.0,True,True,2023-03-20 16:16:00,2023-03-20 16:00,True
MPE 16104/5 NAŁKOWSKA,20.03,16:15,22.0,-1.0,Tłuszcz,Wołomin,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-20 16:15:00,"('Tłuszcz', 'Wołomin')",12.0,87.0,23.0,True,True,2023-03-20 16:26:00,2023-03-20 16:00,True
MPE 16104/5 NAŁKOWSKA,20.03,16:34,20.0,-2.0,Wołomin,Warszawa Wschodnia,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-20 16:34:00,"('Wołomin', 'Warszawa Wschodnia')",18.0,87.0,22.0,True,True,2023-03-20 16:38:00,2023-03-20 16:00,True
MPE 16104/5 NAŁKOWSKA,20.03,16:42,21.0,1.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-20 16:42:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,20.0,True,True,2023-03-20 16:50:00,2023-03-20 16:00,True
MPE 16104/5 NAŁKOWSKA,20.03,16:54,27.0,6.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-20 16:54:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,21.0,True,True,2023-03-20 17:03:00,2023-03-20 17:00,True
MPE 16104/5 NAŁKOWSKA,20.03,18:01,30.0,0.0,Skierniewice,Koluszki,"('Żyrardów', 'Koluszki')",2023-03-20 18:01:00,"('Skierniewice', 'Koluszki')",20.0,32.0,30.0,True,True,2023-03-20 18:11:00,2023-03-20 18:00,True
MPE 16104/5 NAŁKOWSKA,22.03,15:14,5.0,0.0,Szepietowo,Czyżew,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-22 15:14:00,"('Szepietowo', 'Czyżew')",11.0,87.0,5.0,True,True,2023-03-22 15:08:00,2023-03-22 15:00,True
MPE 16104/5 NAŁKOWSKA,22.03,15:32,3.0,-2.0,Czyżew,Małkinia,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-22 15:32:00,"('Czyżew', 'Małkinia')",16.0,87.0,5.0,True,False,2023-03-22 15:21:00,2023-03-22 15:00,True
MPE 16104/5 NAŁKOWSKA,22.03,15:51,2.0,-1.0,Małkinia,Łochów,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-22 15:51:00,"('Małkinia', 'Łochów')",19.0,87.0,3.0,False,False,2023-03-22 15:35:00,2023-03-22 15:00,True
MPE 16104/5 NAŁKOWSKA,22.03,16:04,0.0,-2.0,Łochów,Tłuszcz,"('Szepietowo', 'Warszawa Wschodnia')",2023-03-22 16:04:00,"('Łochów', 'Tłuszcz')",11.0,87.0,2.0,False,False,2023-03-22 15:55:00,2023-03-22 15:00,True
MPE 16104/5 NAŁKOWSKA,22.03,16:42,0.0,2.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-22 16:42:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,-2.0,False,False,2023-03-22 16:28:00,2023-03-22 16:00,True
