nazwa_pociagu,data,czas_rozkladowy,opoznienie,opoznienie_netto,stacja_wyjazdu,stacja_przyjazdu,super_krawedz,data_czas_rozkładowy,mini_krawedz,czas_przejazdu_mini_krawedz,czas_przejazdu_super_krawedz,opoznienie_poczatkowe,czy_opoznienie_wyjazd,czy_opoznienie_przyjazd,rzeczywisty_czas_wyjazdu,okres_id,warte_uwagi
ECE 14000/1 SILESIA,17.03,05:19,0.0,0.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-17 05:19:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,False,2023-03-17 05:07:00,2023-03-17 05:00,True
ECE 14002/3 POLONIA,17.03,06:06,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-17 06:06:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-17 05:54:00,2023-03-17 05:00,True
ECE 14002/3 POLONIA,17.03,06:22,2.0,2.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-17 06:22:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,False,2023-03-17 06:10:00,2023-03-17 06:00,True
ECE 14006/7 SILESIA,13.03,13:21,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-13 13:21:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-13 13:09:00,2023-03-13 13:00,True
ECE 14006/7 SILESIA,13.03,13:33,6.0,6.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-13 13:33:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,True,2023-03-13 13:21:00,2023-03-13 13:00,True
ECE 14006/7 SILESIA,14.03,16:09,0.0,0.0,Dąbrowa Górnicza,Sosnowiec Główny,"('Dąbrowa Górnicza', 'Sosnowiec Główny')",2023-03-14 16:09:00,"('Dąbrowa Górnicza', 'Sosnowiec Główny')",12.0,12.0,0.0,False,False,2023-03-14 15:57:00,2023-03-14 15:00,True
ECE 14006/7 SILESIA,15.03,13:21,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-15 13:21:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-15 13:09:00,2023-03-15 13:00,True
ECE 14006/7 SILESIA,15.03,13:33,0.0,0.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-15 13:33:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,False,2023-03-15 13:21:00,2023-03-15 13:00,True
ECE 14006/7 SILESIA,16.03,13:21,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-16 13:21:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-16 13:09:00,2023-03-16 13:00,True
ECE 14006/7 SILESIA,16.03,13:33,0.0,0.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-16 13:33:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,False,2023-03-16 13:21:00,2023-03-16 13:00,True
ECE 14006/7 SILESIA,17.03,13:21,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-17 13:21:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-17 13:09:00,2023-03-17 13:00,True
ECE 14006/7 SILESIA,17.03,13:33,9.0,9.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-17 13:33:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,True,2023-03-17 13:21:00,2023-03-17 13:00,True
ECE 14006/7 SILESIA,18.03,13:21,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-18 13:21:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-18 13:09:00,2023-03-18 13:00,True
ECE 14006/7 SILESIA,18.03,13:33,0.0,0.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-18 13:33:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,False,2023-03-18 13:21:00,2023-03-18 13:00,True
ECE 14006/7 SILESIA,19.03,13:21,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-19 13:21:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-19 13:09:00,2023-03-19 13:00,True
ECE 14006/7 SILESIA,19.03,13:33,0.0,0.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-19 13:33:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,False,2023-03-19 13:21:00,2023-03-19 13:00,True
ECE 14006/7 SILESIA,20.03,13:21,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-20 13:21:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-20 13:09:00,2023-03-20 13:00,True
ECE 14006/7 SILESIA,20.03,13:33,12.0,12.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-20 13:33:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,True,2023-03-20 13:21:00,2023-03-20 13:00,True
ECE 14006/7 SILESIA,21.03,13:21,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-21 13:21:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-21 13:09:00,2023-03-21 13:00,True
ECE 14006/7 SILESIA,21.03,13:33,0.0,0.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-21 13:33:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,False,2023-03-21 13:21:00,2023-03-21 13:00,True
ECE 14006/7 SILESIA,21.03,16:09,-1.0,0.0,Dąbrowa Górnicza,Sosnowiec Główny,"('Dąbrowa Górnicza', 'Sosnowiec Główny')",2023-03-21 16:09:00,"('Dąbrowa Górnicza', 'Sosnowiec Główny')",12.0,12.0,-1.0,False,False,2023-03-21 15:56:00,2023-03-21 15:00,True
ECE 14006/7 SILESIA,22.03,13:21,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-22 13:21:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-22 13:09:00,2023-03-22 13:00,True
ECE 14006/7 SILESIA,22.03,13:33,0.0,0.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-22 13:33:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,False,2023-03-22 13:21:00,2023-03-22 13:00,True
ECE 14006/7 SILESIA,23.03,13:21,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-23 13:21:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-23 13:09:00,2023-03-23 13:00,True
ECE 14006/7 SILESIA,23.03,13:33,8.0,8.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-23 13:33:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,True,2023-03-23 13:21:00,2023-03-23 13:00,True
ECE 14006/7 SILESIA,24.03,13:21,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-24 13:21:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-24 13:09:00,2023-03-24 13:00,True
ECE 14006/7 SILESIA,24.03,13:33,2.0,2.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-24 13:33:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,False,2023-03-24 13:21:00,2023-03-24 13:00,True
ECE 17002/3 BERLIN-WARSZAWA-EXPR,17.03,05:56,6.0,-1.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-17 05:56:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,7.0,True,True,2023-03-17 05:51:00,2023-03-17 05:00,True
ECE 17002/3 BERLIN-WARSZAWA-EXPR,17.03,06:18,0.0,-6.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-17 06:18:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,6.0,True,False,2023-03-17 06:12:00,2023-03-17 06:00,True
ECE 17004/5 BERLIN-WARSZAWA-EXPR,17.03,12:06,0.0,-9.0,Poznań Główny,Zbąszynek,"('Poznań Główny', 'Zbąszynek')",2023-03-17 12:06:00,"('Poznań Główny', 'Zbąszynek')",51.0,51.0,9.0,True,False,2023-03-17 11:24:00,2023-03-17 11:00,True
ECE 17004/5 BERLIN-WARSZAWA-EXPR,19.03,12:06,5.0,-2.0,Poznań Główny,Zbąszynek,"('Poznań Główny', 'Zbąszynek')",2023-03-19 12:06:00,"('Poznań Główny', 'Zbąszynek')",51.0,51.0,7.0,True,True,2023-03-19 11:22:00,2023-03-19 11:00,True
ECE 17004/5 BERLIN-WARSZAWA-EXPR,19.03,12:23,1.0,-4.0,Zbąszynek,Świebodzin,"('Zbąszynek', 'Rzepin')",2023-03-19 12:23:00,"('Zbąszynek', 'Świebodzin')",17.0,42.0,5.0,True,False,2023-03-19 12:11:00,2023-03-19 12:00,True
ECE 17004/5 BERLIN-WARSZAWA-EXPR,19.03,12:47,2.0,1.0,Świebodzin,Rzepin,"('Zbąszynek', 'Rzepin')",2023-03-19 12:47:00,"('Świebodzin', 'Rzepin')",25.0,42.0,1.0,False,False,2023-03-19 12:23:00,2023-03-19 12:00,True
ECE 17004/5 BERLIN-WARSZAWA-EXPR,20.03,12:06,-8.0,-8.0,Poznań Główny,Zbąszynek,"('Poznań Główny', 'Zbąszynek')",2023-03-20 12:06:00,"('Poznań Główny', 'Zbąszynek')",51.0,51.0,0.0,False,False,2023-03-20 11:15:00,2023-03-20 11:00,True
ECE 17004/5 BERLIN-WARSZAWA-EXPR,21.03,12:06,7.0,-11.0,Poznań Główny,Zbąszynek,"('Poznań Główny', 'Zbąszynek')",2023-03-21 12:06:00,"('Poznań Główny', 'Zbąszynek')",51.0,51.0,18.0,True,True,2023-03-21 11:33:00,2023-03-21 11:00,True
ECE 17004/5 BERLIN-WARSZAWA-EXPR,21.03,12:23,4.0,-3.0,Zbąszynek,Świebodzin,"('Zbąszynek', 'Rzepin')",2023-03-21 12:23:00,"('Zbąszynek', 'Świebodzin')",17.0,42.0,7.0,True,False,2023-03-21 12:13:00,2023-03-21 12:00,True
ECE 17004/5 BERLIN-WARSZAWA-EXPR,21.03,12:47,11.0,7.0,Świebodzin,Rzepin,"('Zbąszynek', 'Rzepin')",2023-03-21 12:47:00,"('Świebodzin', 'Rzepin')",25.0,42.0,4.0,False,True,2023-03-21 12:26:00,2023-03-21 12:00,True
ECE 17008/9 BERLIN-WARSZAWA-EXPR,19.03,14:25,-6.0,-7.0,Kutno,Konin,"('Kutno', 'Konin')",2023-03-19 14:25:00,"('Kutno', 'Konin')",48.0,48.0,1.0,False,False,2023-03-19 13:38:00,2023-03-19 13:00,True
ECE 17008/9 BERLIN-WARSZAWA-EXPR,20.03,14:25,2.0,-6.0,Kutno,Konin,"('Kutno', 'Konin')",2023-03-20 14:25:00,"('Kutno', 'Konin')",48.0,48.0,8.0,True,False,2023-03-20 13:45:00,2023-03-20 13:00,True
ECE 17010/1 BERLIN-WARSZAWA-EXPR,13.03,20:07,54.0,-4.0,Poznań Główny,Zbąszynek,"('Poznań Główny', 'Zbąszynek')",2023-03-13 20:07:00,"('Poznań Główny', 'Zbąszynek')",51.0,51.0,58.0,True,True,2023-03-13 20:14:00,2023-03-13 20:00,True
ECE 17010/1 BERLIN-WARSZAWA-EXPR,19.03,18:27,102.0,-9.0,Kutno,Konin,"('Kutno', 'Konin')",2023-03-19 18:27:00,"('Kutno', 'Konin')",48.0,48.0,111.0,True,True,2023-03-19 19:30:00,2023-03-19 19:00,True
ECE 41002/3 POLONIA,13.03,21:48,32.0,-1.0,Warszawa Zachodnia,Warszawa Centralna,"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-13 21:48:00,"('Warszawa Zachodnia', 'Warszawa Centralna')",14.0,26.0,33.0,True,True,2023-03-13 22:07:00,2023-03-13 22:00,True
ECE 41002/3 POLONIA,13.03,22:00,31.0,-1.0,Warszawa Centralna,Warszawa Wschodnia,"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-13 22:00:00,"('Warszawa Centralna', 'Warszawa Wschodnia')",12.0,26.0,32.0,True,True,2023-03-13 22:20:00,2023-03-13 22:00,True
ECE 41002/3 POLONIA,14.03,21:48,6.0,-6.0,Warszawa Zachodnia,Warszawa Centralna,"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-14 21:48:00,"('Warszawa Zachodnia', 'Warszawa Centralna')",14.0,26.0,12.0,True,True,2023-03-14 21:46:00,2023-03-14 21:00,True
ECE 41002/3 POLONIA,14.03,22:00,6.0,0.0,Warszawa Centralna,Warszawa Wschodnia,"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-14 22:00:00,"('Warszawa Centralna', 'Warszawa Wschodnia')",12.0,26.0,6.0,True,True,2023-03-14 21:54:00,2023-03-14 21:00,True
ECE 41002/3 POLONIA,15.03,21:48,8.0,-5.0,Warszawa Zachodnia,Warszawa Centralna,"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-15 21:48:00,"('Warszawa Zachodnia', 'Warszawa Centralna')",14.0,26.0,13.0,True,True,2023-03-15 21:47:00,2023-03-15 21:00,True
ECE 41002/3 POLONIA,15.03,22:00,7.0,-1.0,Warszawa Centralna,Warszawa Wschodnia,"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-15 22:00:00,"('Warszawa Centralna', 'Warszawa Wschodnia')",12.0,26.0,8.0,True,True,2023-03-15 21:56:00,2023-03-15 21:00,True
ECE 41002/3 POLONIA,16.03,21:48,-1.0,-6.0,Warszawa Zachodnia,Warszawa Centralna,"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-16 21:48:00,"('Warszawa Zachodnia', 'Warszawa Centralna')",14.0,26.0,5.0,True,False,2023-03-16 21:39:00,2023-03-16 21:00,True
ECE 41002/3 POLONIA,16.03,22:00,4.0,5.0,Warszawa Centralna,Warszawa Wschodnia,"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-16 22:00:00,"('Warszawa Centralna', 'Warszawa Wschodnia')",12.0,26.0,-1.0,False,False,2023-03-16 21:47:00,2023-03-16 21:00,True
ECE 41002/3 POLONIA,18.03,21:48,0.0,-6.0,Warszawa Zachodnia,Warszawa Centralna,"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-18 21:48:00,"('Warszawa Zachodnia', 'Warszawa Centralna')",14.0,26.0,6.0,True,False,2023-03-18 21:40:00,2023-03-18 21:00,True
ECE 41002/3 POLONIA,18.03,22:00,0.0,0.0,Warszawa Centralna,Warszawa Wschodnia,"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-18 22:00:00,"('Warszawa Centralna', 'Warszawa Wschodnia')",12.0,26.0,0.0,False,False,2023-03-18 21:48:00,2023-03-18 21:00,True
ECE 41002/3 POLONIA,20.03,21:48,7.0,-5.0,Warszawa Zachodnia,Warszawa Centralna,"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-20 21:48:00,"('Warszawa Zachodnia', 'Warszawa Centralna')",14.0,26.0,12.0,True,True,2023-03-20 21:46:00,2023-03-20 21:00,True
ECE 41002/3 POLONIA,20.03,22:00,6.0,-1.0,Warszawa Centralna,Warszawa Wschodnia,"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-20 22:00:00,"('Warszawa Centralna', 'Warszawa Wschodnia')",12.0,26.0,7.0,True,True,2023-03-20 21:55:00,2023-03-20 21:00,True
ECE 41002/3 POLONIA,22.03,21:48,7.0,-7.0,Warszawa Zachodnia,Warszawa Centralna,"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-22 21:48:00,"('Warszawa Zachodnia', 'Warszawa Centralna')",14.0,26.0,14.0,True,True,2023-03-22 21:48:00,2023-03-22 21:00,True
ECE 41002/3 POLONIA,22.03,22:00,6.0,-1.0,Warszawa Centralna,Warszawa Wschodnia,"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-22 22:00:00,"('Warszawa Centralna', 'Warszawa Wschodnia')",12.0,26.0,7.0,True,True,2023-03-22 21:55:00,2023-03-22 21:00,True
ECE 41002/3 POLONIA,23.03,21:48,0.0,-5.0,Warszawa Zachodnia,Warszawa Centralna,"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-23 21:48:00,"('Warszawa Zachodnia', 'Warszawa Centralna')",14.0,26.0,5.0,True,False,2023-03-23 21:39:00,2023-03-23 21:00,True
ECE 41002/3 POLONIA,23.03,22:00,0.0,0.0,Warszawa Centralna,Warszawa Wschodnia,"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-23 22:00:00,"('Warszawa Centralna', 'Warszawa Wschodnia')",12.0,26.0,0.0,False,False,2023-03-23 21:48:00,2023-03-23 21:00,True
ECE 45000/1 SOBIESKI,13.03,16:45,1.0,1.0,Tczew,Gdańsk Główny,"('Tczew', 'Gdańsk Główny')",2023-03-13 16:45:00,"('Tczew', 'Gdańsk Główny')",18.0,18.0,0.0,False,False,2023-03-13 16:27:00,2023-03-13 16:00,True
ECE 45000/1 SOBIESKI,13.03,16:55,0.0,-1.0,Gdańsk Główny,Gdańsk Wrzeszcz,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-13 16:55:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",10.0,33.0,1.0,False,False,2023-03-13 16:46:00,2023-03-13 16:00,True
ECE 45000/1 SOBIESKI,13.03,17:02,0.0,0.0,Gdańsk Wrzeszcz,Gdańsk Oliwa,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-13 17:02:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",7.0,33.0,0.0,False,False,2023-03-13 16:55:00,2023-03-13 16:00,True
ECE 45000/1 SOBIESKI,13.03,17:08,0.0,0.0,Gdańsk Oliwa,Sopot,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-13 17:08:00,"('Gdańsk Oliwa', 'Sopot')",6.0,33.0,0.0,False,False,2023-03-13 17:02:00,2023-03-13 17:00,True
ECE 45000/1 SOBIESKI,13.03,17:18,0.0,0.0,Sopot,Gdynia Główna,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-13 17:18:00,"('Sopot', 'Gdynia Główna')",10.0,33.0,0.0,False,False,2023-03-13 17:08:00,2023-03-13 17:00,True
ECE 45000/1 SOBIESKI,14.03,16:55,0.0,1.0,Gdańsk Główny,Gdańsk Wrzeszcz,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-14 16:55:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",10.0,33.0,-1.0,False,False,2023-03-14 16:44:00,2023-03-14 16:00,True
ECE 45000/1 SOBIESKI,14.03,17:02,0.0,0.0,Gdańsk Wrzeszcz,Gdańsk Oliwa,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-14 17:02:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",7.0,33.0,0.0,False,False,2023-03-14 16:55:00,2023-03-14 16:00,True
ECE 45000/1 SOBIESKI,16.03,16:55,0.0,-2.0,Gdańsk Główny,Gdańsk Wrzeszcz,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-16 16:55:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",10.0,33.0,2.0,False,False,2023-03-16 16:47:00,2023-03-16 16:00,True
ECE 45000/1 SOBIESKI,16.03,17:02,0.0,0.0,Gdańsk Wrzeszcz,Gdańsk Oliwa,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-16 17:02:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",7.0,33.0,0.0,False,False,2023-03-16 16:55:00,2023-03-16 16:00,True
ECE 45000/1 SOBIESKI,16.03,17:08,0.0,0.0,Gdańsk Oliwa,Sopot,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-16 17:08:00,"('Gdańsk Oliwa', 'Sopot')",6.0,33.0,0.0,False,False,2023-03-16 17:02:00,2023-03-16 17:00,True
ECE 45000/1 SOBIESKI,16.03,17:18,0.0,0.0,Sopot,Gdynia Główna,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-16 17:18:00,"('Sopot', 'Gdynia Główna')",10.0,33.0,0.0,False,False,2023-03-16 17:08:00,2023-03-16 17:00,True
ECE 45000/1 SOBIESKI,17.03,16:55,0.0,0.0,Gdańsk Główny,Gdańsk Wrzeszcz,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 16:55:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",10.0,33.0,0.0,False,False,2023-03-17 16:45:00,2023-03-17 16:00,True
ECE 45000/1 SOBIESKI,17.03,17:02,0.0,0.0,Gdańsk Wrzeszcz,Gdańsk Oliwa,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 17:02:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",7.0,33.0,0.0,False,False,2023-03-17 16:55:00,2023-03-17 16:00,True
ECE 45000/1 SOBIESKI,17.03,17:08,0.0,0.0,Gdańsk Oliwa,Sopot,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 17:08:00,"('Gdańsk Oliwa', 'Sopot')",6.0,33.0,0.0,False,False,2023-03-17 17:02:00,2023-03-17 17:00,True
ECE 45000/1 SOBIESKI,17.03,17:18,0.0,0.0,Sopot,Gdynia Główna,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 17:18:00,"('Sopot', 'Gdynia Główna')",10.0,33.0,0.0,False,False,2023-03-17 17:08:00,2023-03-17 17:00,True
ECE 45000/1 SOBIESKI,18.03,16:55,4.0,-4.0,Gdańsk Główny,Gdańsk Wrzeszcz,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 16:55:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",10.0,33.0,8.0,True,False,2023-03-18 16:53:00,2023-03-18 16:00,True
ECE 45000/1 SOBIESKI,18.03,17:02,2.0,-2.0,Gdańsk Wrzeszcz,Gdańsk Oliwa,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 17:02:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",7.0,33.0,4.0,False,False,2023-03-18 16:59:00,2023-03-18 16:00,True
ECE 45000/1 SOBIESKI,18.03,17:08,0.0,-2.0,Gdańsk Oliwa,Sopot,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 17:08:00,"('Gdańsk Oliwa', 'Sopot')",6.0,33.0,2.0,False,False,2023-03-18 17:04:00,2023-03-18 17:00,True
ECE 45000/1 SOBIESKI,18.03,17:18,0.0,0.0,Sopot,Gdynia Główna,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 17:18:00,"('Sopot', 'Gdynia Główna')",10.0,33.0,0.0,False,False,2023-03-18 17:08:00,2023-03-18 17:00,True
ECE 45000/1 SOBIESKI,19.03,17:08,0.0,0.0,Gdańsk Oliwa,Sopot,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-19 17:08:00,"('Gdańsk Oliwa', 'Sopot')",6.0,33.0,0.0,False,False,2023-03-19 17:02:00,2023-03-19 17:00,True
ECE 45000/1 SOBIESKI,19.03,17:18,0.0,0.0,Sopot,Gdynia Główna,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-19 17:18:00,"('Sopot', 'Gdynia Główna')",10.0,33.0,0.0,False,False,2023-03-19 17:08:00,2023-03-19 17:00,True
ECE 45000/1 SOBIESKI,20.03,17:08,0.0,0.0,Gdańsk Oliwa,Sopot,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-20 17:08:00,"('Gdańsk Oliwa', 'Sopot')",6.0,33.0,0.0,False,False,2023-03-20 17:02:00,2023-03-20 17:00,True
ECE 45000/1 SOBIESKI,20.03,17:18,0.0,0.0,Sopot,Gdynia Główna,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-20 17:18:00,"('Sopot', 'Gdynia Główna')",10.0,33.0,0.0,False,False,2023-03-20 17:08:00,2023-03-20 17:00,True
ECE 45000/1 SOBIESKI,21.03,17:08,0.0,0.0,Gdańsk Oliwa,Sopot,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-21 17:08:00,"('Gdańsk Oliwa', 'Sopot')",6.0,33.0,0.0,False,False,2023-03-21 17:02:00,2023-03-21 17:00,True
ECE 45000/1 SOBIESKI,21.03,17:18,0.0,0.0,Sopot,Gdynia Główna,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-21 17:18:00,"('Sopot', 'Gdynia Główna')",10.0,33.0,0.0,False,False,2023-03-21 17:08:00,2023-03-21 17:00,True
ECE 45000/1 SOBIESKI,22.03,17:08,0.0,0.0,Gdańsk Oliwa,Sopot,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-22 17:08:00,"('Gdańsk Oliwa', 'Sopot')",6.0,33.0,0.0,False,False,2023-03-22 17:02:00,2023-03-22 17:00,True
ECE 45000/1 SOBIESKI,22.03,17:18,0.0,0.0,Sopot,Gdynia Główna,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-22 17:18:00,"('Sopot', 'Gdynia Główna')",10.0,33.0,0.0,False,False,2023-03-22 17:08:00,2023-03-22 17:00,True
ECE 45000/1 SOBIESKI,23.03,16:55,1.0,-2.0,Gdańsk Główny,Gdańsk Wrzeszcz,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-23 16:55:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",10.0,33.0,3.0,False,False,2023-03-23 16:48:00,2023-03-23 16:00,True
ECE 45000/1 SOBIESKI,23.03,17:02,0.0,-1.0,Gdańsk Wrzeszcz,Gdańsk Oliwa,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-23 17:02:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",7.0,33.0,1.0,False,False,2023-03-23 16:56:00,2023-03-23 16:00,True
