nazwa_pociagu,data,czas_rozkladowy,opoznienie,opoznienie_netto,stacja_wyjazdu,stacja_przyjazdu,super_krawedz,data_czas_rozkładowy,mini_krawedz,czas_przejazdu_mini_krawedz,czas_przejazdu_super_krawedz,opoznienie_poczatkowe,czy_opoznienie_wyjazd,czy_opoznienie_przyjazd,rzeczywisty_czas_wyjazdu,okres_id
EIJ 4504/5,14.03,18:40,14.0,0.0,Gdańsk Oliwa,Sopot,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-14 18:40:00,"('Gdańsk Oliwa', 'Sopot')",6.0,33.0,14.0,True,True,2023-03-14 18:48:00,2023-03-14 18:00
EIJ 4504/5,14.03,18:49,13.0,-1.0,Sopot,Gdynia Główna,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-14 18:49:00,"('Sopot', 'Gdynia Główna')",10.0,33.0,14.0,True,True,2023-03-14 18:53:00,2023-03-14 18:00
EIJ 4504/5,15.03,18:07,1.0,-1.0,Malbork,Tczew,"('Malbork', 'Tczew')",2023-03-15 18:07:00,"('Malbork', 'Tczew')",13.0,13.0,2.0,False,False,2023-03-15 17:56:00,2023-03-15 17:00
EIJ 4504/5,15.03,18:21,1.0,0.0,Tczew,Gdańsk Główny,"('Tczew', 'Gdańsk Główny')",2023-03-15 18:21:00,"('Tczew', 'Gdańsk Główny')",18.0,18.0,1.0,False,False,2023-03-15 18:04:00,2023-03-15 18:00
EIJ 4504/5,15.03,18:30,0.0,-1.0,Gdańsk Główny,Gdańsk Wrzeszcz,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-15 18:30:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",10.0,33.0,1.0,False,False,2023-03-15 18:21:00,2023-03-15 18:00
EIJ 4504/5,15.03,18:35,0.0,0.0,Gdańsk Wrzeszcz,Gdańsk Oliwa,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-15 18:35:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",7.0,33.0,0.0,False,False,2023-03-15 18:28:00,2023-03-15 18:00
EIJ 4504/5,15.03,18:40,0.0,0.0,Gdańsk Oliwa,Sopot,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-15 18:40:00,"('Gdańsk Oliwa', 'Sopot')",6.0,33.0,0.0,False,False,2023-03-15 18:34:00,2023-03-15 18:00
EIJ 4504/5,15.03,18:49,0.0,0.0,Sopot,Gdynia Główna,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-15 18:49:00,"('Sopot', 'Gdynia Główna')",10.0,33.0,0.0,False,False,2023-03-15 18:39:00,2023-03-15 18:00
EIJ 4504/5,16.03,18:21,18.0,0.0,Tczew,Gdańsk Główny,"('Tczew', 'Gdańsk Główny')",2023-03-16 18:21:00,"('Tczew', 'Gdańsk Główny')",18.0,18.0,18.0,True,True,2023-03-16 18:21:00,2023-03-16 18:00
EIJ 4504/5,16.03,18:30,15.0,-3.0,Gdańsk Główny,Gdańsk Wrzeszcz,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-16 18:30:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",10.0,33.0,18.0,True,True,2023-03-16 18:38:00,2023-03-16 18:00
EIJ 4504/5,16.03,18:35,15.0,0.0,Gdańsk Wrzeszcz,Gdańsk Oliwa,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-16 18:35:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",7.0,33.0,15.0,True,True,2023-03-16 18:43:00,2023-03-16 18:00
EIJ 4504/5,16.03,18:40,15.0,0.0,Gdańsk Oliwa,Sopot,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-16 18:40:00,"('Gdańsk Oliwa', 'Sopot')",6.0,33.0,15.0,True,True,2023-03-16 18:49:00,2023-03-16 18:00
EIJ 4504/5,16.03,18:49,14.0,-1.0,Sopot,Gdynia Główna,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-16 18:49:00,"('Sopot', 'Gdynia Główna')",10.0,33.0,15.0,True,True,2023-03-16 18:54:00,2023-03-16 18:00
EIJ 4504/5,17.03,18:07,0.0,0.0,Malbork,Tczew,"('Malbork', 'Tczew')",2023-03-17 18:07:00,"('Malbork', 'Tczew')",13.0,13.0,0.0,False,False,2023-03-17 17:54:00,2023-03-17 17:00
EIJ 4504/5,17.03,18:21,8.0,8.0,Tczew,Gdańsk Główny,"('Tczew', 'Gdańsk Główny')",2023-03-17 18:21:00,"('Tczew', 'Gdańsk Główny')",18.0,18.0,0.0,False,True,2023-03-17 18:03:00,2023-03-17 18:00
EIJ 4504/5,17.03,18:30,7.0,-1.0,Gdańsk Główny,Gdańsk Wrzeszcz,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 18:30:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",10.0,33.0,8.0,True,True,2023-03-17 18:28:00,2023-03-17 18:00
EIJ 4504/5,17.03,18:35,7.0,0.0,Gdańsk Wrzeszcz,Gdańsk Oliwa,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 18:35:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",7.0,33.0,7.0,True,True,2023-03-17 18:35:00,2023-03-17 18:00
EIJ 4504/5,17.03,18:40,7.0,0.0,Gdańsk Oliwa,Sopot,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 18:40:00,"('Gdańsk Oliwa', 'Sopot')",6.0,33.0,7.0,True,True,2023-03-17 18:41:00,2023-03-17 18:00
EIJ 4504/5,17.03,18:49,6.0,-1.0,Sopot,Gdynia Główna,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 18:49:00,"('Sopot', 'Gdynia Główna')",10.0,33.0,7.0,True,True,2023-03-17 18:46:00,2023-03-17 18:00
EIJ 4504/5,18.03,18:07,3.0,-1.0,Malbork,Tczew,"('Malbork', 'Tczew')",2023-03-18 18:07:00,"('Malbork', 'Tczew')",13.0,13.0,4.0,False,False,2023-03-18 17:58:00,2023-03-18 17:00
EIJ 4504/5,18.03,18:21,3.0,0.0,Tczew,Gdańsk Główny,"('Tczew', 'Gdańsk Główny')",2023-03-18 18:21:00,"('Tczew', 'Gdańsk Główny')",18.0,18.0,3.0,False,False,2023-03-18 18:06:00,2023-03-18 18:00
EIJ 4504/5,18.03,18:30,1.0,-2.0,Gdańsk Główny,Gdańsk Wrzeszcz,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 18:30:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",10.0,33.0,3.0,False,False,2023-03-18 18:23:00,2023-03-18 18:00
EIJ 4504/5,18.03,18:35,1.0,0.0,Gdańsk Wrzeszcz,Gdańsk Oliwa,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 18:35:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",7.0,33.0,1.0,False,False,2023-03-18 18:29:00,2023-03-18 18:00
EIJ 4504/5,18.03,18:40,1.0,0.0,Gdańsk Oliwa,Sopot,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 18:40:00,"('Gdańsk Oliwa', 'Sopot')",6.0,33.0,1.0,False,False,2023-03-18 18:35:00,2023-03-18 18:00
EIJ 4504/5,18.03,18:49,0.0,-1.0,Sopot,Gdynia Główna,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 18:49:00,"('Sopot', 'Gdynia Główna')",10.0,33.0,1.0,False,False,2023-03-18 18:40:00,2023-03-18 18:00
EIJ 4504/5,19.03,15:38,81.0,0.0,Warszawa Zachodnia,Warszawa Centralna,"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-19 15:38:00,"('Warszawa Zachodnia', 'Warszawa Centralna')",14.0,26.0,81.0,True,True,2023-03-19 16:45:00,2023-03-19 16:00
EIJ 4504/5,19.03,15:49,80.0,-1.0,Warszawa Centralna,Warszawa Wschodnia,"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-19 15:49:00,"('Warszawa Centralna', 'Warszawa Wschodnia')",12.0,26.0,81.0,True,True,2023-03-19 16:58:00,2023-03-19 16:00
EIJ 4504/5,19.03,18:30,84.0,-3.0,Gdańsk Główny,Gdańsk Wrzeszcz,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-19 18:30:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",10.0,33.0,87.0,True,True,2023-03-19 19:47:00,2023-03-19 19:00
EIJ 4504/5,19.03,18:35,84.0,0.0,Gdańsk Wrzeszcz,Gdańsk Oliwa,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-19 18:35:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",7.0,33.0,84.0,True,True,2023-03-19 19:52:00,2023-03-19 19:00
EIJ 4504/5,19.03,18:40,84.0,0.0,Gdańsk Oliwa,Sopot,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-19 18:40:00,"('Gdańsk Oliwa', 'Sopot')",6.0,33.0,84.0,True,True,2023-03-19 19:58:00,2023-03-19 19:00
EIJ 4504/5,19.03,18:49,83.0,-1.0,Sopot,Gdynia Główna,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-19 18:49:00,"('Sopot', 'Gdynia Główna')",10.0,33.0,84.0,True,True,2023-03-19 20:03:00,2023-03-19 20:00
EIJ 4504/5,20.03,18:21,11.0,0.0,Tczew,Gdańsk Główny,"('Tczew', 'Gdańsk Główny')",2023-03-20 18:21:00,"('Tczew', 'Gdańsk Główny')",18.0,18.0,11.0,True,True,2023-03-20 18:14:00,2023-03-20 18:00
EIJ 4504/5,20.03,18:30,10.0,-1.0,Gdańsk Główny,Gdańsk Wrzeszcz,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-20 18:30:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",10.0,33.0,11.0,True,True,2023-03-20 18:31:00,2023-03-20 18:00
EIJ 4504/5,20.03,18:35,10.0,0.0,Gdańsk Wrzeszcz,Gdańsk Oliwa,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-20 18:35:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",7.0,33.0,10.0,True,True,2023-03-20 18:38:00,2023-03-20 18:00
EIJ 4504/5,20.03,18:40,10.0,0.0,Gdańsk Oliwa,Sopot,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-20 18:40:00,"('Gdańsk Oliwa', 'Sopot')",6.0,33.0,10.0,True,True,2023-03-20 18:44:00,2023-03-20 18:00
EIJ 4504/5,20.03,18:49,9.0,-1.0,Sopot,Gdynia Główna,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-20 18:49:00,"('Sopot', 'Gdynia Główna')",10.0,33.0,10.0,True,True,2023-03-20 18:49:00,2023-03-20 18:00
EIJ 4504/5,21.03,18:30,2.0,-3.0,Gdańsk Główny,Gdańsk Wrzeszcz,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-21 18:30:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",10.0,33.0,5.0,True,False,2023-03-21 18:25:00,2023-03-21 18:00
EIJ 4504/5,21.03,18:35,2.0,0.0,Gdańsk Wrzeszcz,Gdańsk Oliwa,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-21 18:35:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",7.0,33.0,2.0,False,False,2023-03-21 18:30:00,2023-03-21 18:00
EIJ 4504/5,21.03,18:40,2.0,0.0,Gdańsk Oliwa,Sopot,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-21 18:40:00,"('Gdańsk Oliwa', 'Sopot')",6.0,33.0,2.0,False,False,2023-03-21 18:36:00,2023-03-21 18:00
EIJ 4504/5,21.03,18:49,1.0,-1.0,Sopot,Gdynia Główna,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-21 18:49:00,"('Sopot', 'Gdynia Główna')",10.0,33.0,2.0,False,False,2023-03-21 18:41:00,2023-03-21 18:00
EIJ 4504/5,22.03,18:21,0.0,0.0,Tczew,Gdańsk Główny,"('Tczew', 'Gdańsk Główny')",2023-03-22 18:21:00,"('Tczew', 'Gdańsk Główny')",18.0,18.0,0.0,False,False,2023-03-22 18:03:00,2023-03-22 18:00
EIJ 4504/5,22.03,18:30,0.0,0.0,Gdańsk Główny,Gdańsk Wrzeszcz,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-22 18:30:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",10.0,33.0,0.0,False,False,2023-03-22 18:20:00,2023-03-22 18:00
EIJ 4504/5,22.03,18:35,0.0,0.0,Gdańsk Wrzeszcz,Gdańsk Oliwa,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-22 18:35:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",7.0,33.0,0.0,False,False,2023-03-22 18:28:00,2023-03-22 18:00
EIJ 4504/5,22.03,18:40,0.0,0.0,Gdańsk Oliwa,Sopot,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-22 18:40:00,"('Gdańsk Oliwa', 'Sopot')",6.0,33.0,0.0,False,False,2023-03-22 18:34:00,2023-03-22 18:00
EIJ 4504/5,22.03,18:49,0.0,0.0,Sopot,Gdynia Główna,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-22 18:49:00,"('Sopot', 'Gdynia Główna')",10.0,33.0,0.0,False,False,2023-03-22 18:39:00,2023-03-22 18:00
EIJ 4504/5,23.03,18:21,1.0,1.0,Tczew,Gdańsk Główny,"('Tczew', 'Gdańsk Główny')",2023-03-23 18:21:00,"('Tczew', 'Gdańsk Główny')",18.0,18.0,0.0,False,False,2023-03-23 18:03:00,2023-03-23 18:00
EIJ 4504/5,23.03,18:30,0.0,-1.0,Gdańsk Główny,Gdańsk Wrzeszcz,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-23 18:30:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",10.0,33.0,1.0,False,False,2023-03-23 18:21:00,2023-03-23 18:00
EIJ 4504/5,23.03,18:35,0.0,0.0,Gdańsk Wrzeszcz,Gdańsk Oliwa,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-23 18:35:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",7.0,33.0,0.0,False,False,2023-03-23 18:28:00,2023-03-23 18:00
EIJ 4504/5,23.03,18:40,0.0,0.0,Gdańsk Oliwa,Sopot,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-23 18:40:00,"('Gdańsk Oliwa', 'Sopot')",6.0,33.0,0.0,False,False,2023-03-23 18:34:00,2023-03-23 18:00
EIJ 4504/5,23.03,18:49,0.0,0.0,Sopot,Gdynia Główna,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-23 18:49:00,"('Sopot', 'Gdynia Główna')",10.0,33.0,0.0,False,False,2023-03-23 18:39:00,2023-03-23 18:00
EIJ 4504/5,24.03,15:49,27.0,-1.0,Warszawa Centralna,Warszawa Wschodnia,"('Warszawa Zachodnia', 'Warszawa Wschodnia')",2023-03-24 15:49:00,"('Warszawa Centralna', 'Warszawa Wschodnia')",12.0,26.0,28.0,True,True,2023-03-24 16:05:00,2023-03-24 16:00
EIJ 4504/5,24.03,18:21,35.0,2.0,Tczew,Gdańsk Główny,"('Tczew', 'Gdańsk Główny')",2023-03-24 18:21:00,"('Tczew', 'Gdańsk Główny')",18.0,18.0,33.0,True,True,2023-03-24 18:36:00,2023-03-24 18:00
EIJ 4504/5,24.03,18:30,32.0,-3.0,Gdańsk Główny,Gdańsk Wrzeszcz,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-24 18:30:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",10.0,33.0,35.0,True,True,2023-03-24 18:55:00,2023-03-24 18:00
EIJ 4504/5,24.03,18:35,32.0,0.0,Gdańsk Wrzeszcz,Gdańsk Oliwa,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-24 18:35:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",7.0,33.0,32.0,True,True,2023-03-24 19:00:00,2023-03-24 19:00
EIJ 4504/5,24.03,18:40,32.0,0.0,Gdańsk Oliwa,Sopot,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-24 18:40:00,"('Gdańsk Oliwa', 'Sopot')",6.0,33.0,32.0,True,True,2023-03-24 19:06:00,2023-03-24 19:00
EIJ 4504/5,24.03,18:49,31.0,-1.0,Sopot,Gdynia Główna,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-24 18:49:00,"('Sopot', 'Gdynia Główna')",10.0,33.0,32.0,True,True,2023-03-24 19:11:00,2023-03-24 19:00
EIJ 4506/7,13.03,14:33,1.0,-1.0,Gdańsk Główny,Gdańsk Wrzeszcz,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-13 14:33:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",10.0,33.0,2.0,False,False,2023-03-13 14:25:00,2023-03-13 14:00
EIJ 4506/7,13.03,14:38,1.0,0.0,Gdańsk Wrzeszcz,Gdańsk Oliwa,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-13 14:38:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",7.0,33.0,1.0,False,False,2023-03-13 14:32:00,2023-03-13 14:00
EIJ 4506/7,13.03,14:43,1.0,0.0,Gdańsk Oliwa,Sopot,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-13 14:43:00,"('Gdańsk Oliwa', 'Sopot')",6.0,33.0,1.0,False,False,2023-03-13 14:38:00,2023-03-13 14:00
EIJ 4506/7,13.03,14:52,1.0,0.0,Sopot,Gdynia Główna,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-13 14:52:00,"('Sopot', 'Gdynia Główna')",10.0,33.0,1.0,False,False,2023-03-13 14:43:00,2023-03-13 14:00
EIJ 4506/7,15.03,14:38,29.0,0.0,Gdańsk Wrzeszcz,Gdańsk Oliwa,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-15 14:38:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",7.0,33.0,29.0,True,True,2023-03-15 15:00:00,2023-03-15 15:00
EIJ 4506/7,15.03,14:43,28.0,-1.0,Gdańsk Oliwa,Sopot,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-15 14:43:00,"('Gdańsk Oliwa', 'Sopot')",6.0,33.0,29.0,True,True,2023-03-15 15:06:00,2023-03-15 15:00
EIJ 4506/7,15.03,14:52,28.0,0.0,Sopot,Gdynia Główna,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-15 14:52:00,"('Sopot', 'Gdynia Główna')",10.0,33.0,28.0,True,True,2023-03-15 15:10:00,2023-03-15 15:00
EIJ 4506/7,17.03,14:33,1.0,-1.0,Gdańsk Główny,Gdańsk Wrzeszcz,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 14:33:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",10.0,33.0,2.0,False,False,2023-03-17 14:25:00,2023-03-17 14:00
EIJ 4506/7,17.03,14:38,1.0,0.0,Gdańsk Wrzeszcz,Gdańsk Oliwa,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 14:38:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",7.0,33.0,1.0,False,False,2023-03-17 14:32:00,2023-03-17 14:00
EIJ 4506/7,17.03,14:43,1.0,0.0,Gdańsk Oliwa,Sopot,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 14:43:00,"('Gdańsk Oliwa', 'Sopot')",6.0,33.0,1.0,False,False,2023-03-17 14:38:00,2023-03-17 14:00
EIJ 4506/7,17.03,14:52,1.0,0.0,Sopot,Gdynia Główna,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 14:52:00,"('Sopot', 'Gdynia Główna')",10.0,33.0,1.0,False,False,2023-03-17 14:43:00,2023-03-17 14:00
EIJ 4506/7,18.03,14:33,36.0,-1.0,Gdańsk Główny,Gdańsk Wrzeszcz,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 14:33:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",10.0,33.0,37.0,True,True,2023-03-18 15:00:00,2023-03-18 15:00
EIJ 4506/7,18.03,14:38,36.0,0.0,Gdańsk Wrzeszcz,Gdańsk Oliwa,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 14:38:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",7.0,33.0,36.0,True,True,2023-03-18 15:07:00,2023-03-18 15:00
EIJ 4506/7,18.03,14:43,36.0,0.0,Gdańsk Oliwa,Sopot,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 14:43:00,"('Gdańsk Oliwa', 'Sopot')",6.0,33.0,36.0,True,True,2023-03-18 15:13:00,2023-03-18 15:00
EIJ 4506/7,18.03,14:52,36.0,0.0,Sopot,Gdynia Główna,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 14:52:00,"('Sopot', 'Gdynia Główna')",10.0,33.0,36.0,True,True,2023-03-18 15:18:00,2023-03-18 15:00
EIJ 4506/7,19.03,14:33,0.0,0.0,Gdańsk Główny,Gdańsk Wrzeszcz,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-19 14:33:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",10.0,33.0,0.0,False,False,2023-03-19 14:23:00,2023-03-19 14:00
EIJ 4506/7,19.03,14:38,0.0,0.0,Gdańsk Wrzeszcz,Gdańsk Oliwa,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-19 14:38:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",7.0,33.0,0.0,False,False,2023-03-19 14:31:00,2023-03-19 14:00
EIJ 4506/7,19.03,14:43,0.0,0.0,Gdańsk Oliwa,Sopot,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-19 14:43:00,"('Gdańsk Oliwa', 'Sopot')",6.0,33.0,0.0,False,False,2023-03-19 14:37:00,2023-03-19 14:00
EIJ 4506/7,19.03,14:52,0.0,0.0,Sopot,Gdynia Główna,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-19 14:52:00,"('Sopot', 'Gdynia Główna')",10.0,33.0,0.0,False,False,2023-03-19 14:42:00,2023-03-19 14:00
EIJ 4506/7,20.03,14:33,0.0,0.0,Gdańsk Główny,Gdańsk Wrzeszcz,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-20 14:33:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",10.0,33.0,0.0,False,False,2023-03-20 14:23:00,2023-03-20 14:00
EIJ 4506/7,20.03,14:38,0.0,0.0,Gdańsk Wrzeszcz,Gdańsk Oliwa,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-20 14:38:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",7.0,33.0,0.0,False,False,2023-03-20 14:31:00,2023-03-20 14:00
EIJ 4506/7,20.03,14:43,0.0,0.0,Gdańsk Oliwa,Sopot,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-20 14:43:00,"('Gdańsk Oliwa', 'Sopot')",6.0,33.0,0.0,False,False,2023-03-20 14:37:00,2023-03-20 14:00
EIJ 4506/7,20.03,14:52,0.0,0.0,Sopot,Gdynia Główna,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-20 14:52:00,"('Sopot', 'Gdynia Główna')",10.0,33.0,0.0,False,False,2023-03-20 14:42:00,2023-03-20 14:00
EIJ 4506/7,22.03,14:33,2.0,0.0,Gdańsk Główny,Gdańsk Wrzeszcz,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-22 14:33:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",10.0,33.0,2.0,False,False,2023-03-22 14:25:00,2023-03-22 14:00
EIJ 4506/7,22.03,14:38,2.0,0.0,Gdańsk Wrzeszcz,Gdańsk Oliwa,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-22 14:38:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",7.0,33.0,2.0,False,False,2023-03-22 14:33:00,2023-03-22 14:00
EIJ 4506/7,22.03,14:43,0.0,-2.0,Gdańsk Oliwa,Sopot,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-22 14:43:00,"('Gdańsk Oliwa', 'Sopot')",6.0,33.0,2.0,False,False,2023-03-22 14:39:00,2023-03-22 14:00
EIJ 4506/7,22.03,14:52,0.0,0.0,Sopot,Gdynia Główna,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-22 14:52:00,"('Sopot', 'Gdynia Główna')",10.0,33.0,0.0,False,False,2023-03-22 14:42:00,2023-03-22 14:00
EIJ 4508/9,18.03,12:14,0.0,-1.0,Tczew,Gdańsk Główny,"('Tczew', 'Gdańsk Główny')",2023-03-18 12:14:00,"('Tczew', 'Gdańsk Główny')",18.0,18.0,1.0,False,False,2023-03-18 11:57:00,2023-03-18 11:00
EIJ 4508/9,18.03,12:20,3.0,3.0,Gdańsk Główny,Gdańsk Wrzeszcz,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 12:20:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",10.0,33.0,0.0,False,False,2023-03-18 12:10:00,2023-03-18 12:00
EIJ 4508/9,18.03,12:25,3.0,0.0,Gdańsk Wrzeszcz,Gdańsk Oliwa,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 12:25:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",7.0,33.0,3.0,False,False,2023-03-18 12:21:00,2023-03-18 12:00
EIJ 4508/9,18.03,12:30,2.0,-1.0,Gdańsk Oliwa,Sopot,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 12:30:00,"('Gdańsk Oliwa', 'Sopot')",6.0,33.0,3.0,False,False,2023-03-18 12:27:00,2023-03-18 12:00
EIJ 4508/9,18.03,12:39,2.0,0.0,Sopot,Gdynia Główna,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 12:39:00,"('Sopot', 'Gdynia Główna')",10.0,33.0,2.0,False,False,2023-03-18 12:31:00,2023-03-18 12:00
EIJ 4508/9,20.03,12:14,0.0,0.0,Tczew,Gdańsk Główny,"('Tczew', 'Gdańsk Główny')",2023-03-20 12:14:00,"('Tczew', 'Gdańsk Główny')",18.0,18.0,0.0,False,False,2023-03-20 11:56:00,2023-03-20 11:00
EIJ 4520/1 HUTNIK,17.03,13:52,14.0,-1.0,Gdańsk Oliwa,Sopot,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 13:52:00,"('Gdańsk Oliwa', 'Sopot')",6.0,33.0,15.0,True,True,2023-03-17 14:01:00,2023-03-17 14:00
EIJ 4520/1 HUTNIK,17.03,14:02,12.0,-2.0,Sopot,Gdynia Główna,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 14:02:00,"('Sopot', 'Gdynia Główna')",10.0,33.0,14.0,True,True,2023-03-17 14:06:00,2023-03-17 14:00
EIJ 4520/1 HUTNIK,20.03,13:52,14.0,-2.0,Gdańsk Oliwa,Sopot,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-20 13:52:00,"('Gdańsk Oliwa', 'Sopot')",6.0,33.0,16.0,True,True,2023-03-20 14:02:00,2023-03-20 14:00
EIJ 4520/1 HUTNIK,20.03,14:02,13.0,-1.0,Sopot,Gdynia Główna,"('Gdańsk Główny', 'Gdynia Główna')",2023-03-20 14:02:00,"('Sopot', 'Gdynia Główna')",10.0,33.0,14.0,True,True,2023-03-20 14:06:00,2023-03-20 14:00
EIJ 4522/3 SKARBEK,17.03,09:02,2.0,2.0,Koluszki,Skierniewice,"('Koluszki', 'Żyrardów')",2023-03-17 09:02:00,"('Koluszki', 'Skierniewice')",20.0,32.0,0.0,False,False,2023-03-17 08:42:00,2023-03-17 08:00
